"scharr_date","actdep","latemin","no","station","scharr","has_departed","has_arrived","actarr","actarr_date","schdep","distance","day","scharr_datetime","actarr_datetime","schdep_datetime","actdep_datetime","train_no"
"latemin","day","has_departed","schdep","actarr_date","distance","has_arrived","actarr","station","actdep","scharr_date","no","scharr","scharr_datetime","actarr_datetime","schdep_datetime","actdep_datetime","train_no"
32,0,TRUE,"22:20","13 Oct 2016",298,TRUE,"22:50","JTW","22:52","13 Oct 2016",8,"22:18",2016-10-13 22:18:00,2016-10-13 22:50:00,2016-10-13 22:20:00,2016-10-13 22:52:00,"11072"
27,0,TRUE,"22:50","13 Oct 2016",317,TRUE,"23:12","STA","23:20","13 Oct 2016",9,"22:45",2016-10-13 22:45:00,2016-10-13 23:12:00,2016-10-13 22:50:00,2016-10-13 23:20:00,"11072"
28,0,TRUE,"23:20","13 Oct 2016",353,TRUE,"23:46","MYR","23:48","13 Oct 2016",10,"23:18",2016-10-13 23:18:00,2016-10-13 23:46:00,2016-10-13 23:20:00,2016-10-13 23:48:00,"11072"
33,1,TRUE,"00:25","14 Oct 2016",416,TRUE,"00:48","KTE","01:05","14 Oct 2016",11,"00:15",2016-10-14 00:15:00,2016-10-14 00:48:00,2016-10-14 00:25:00,2016-10-14 01:05:00,"11072"
73,1,TRUE,"01:50","14 Oct 2016",511,TRUE,"03:01","BNU","03:03","14 Oct 2016",12,"01:48",2016-10-14 01:48:00,2016-10-14 03:01:00,2016-10-14 01:50:00,2016-10-14 03:03:00,"11072"
73,1,TRUE,"02:10","14 Oct 2016",527,TRUE,"03:18","DMO","03:20","14 Oct 2016",13,"02:05",2016-10-14 02:05:00,2016-10-14 03:18:00,2016-10-14 02:10:00,2016-10-14 03:20:00,"11072"
75,1,TRUE,"02:35","14 Oct 2016",553,TRUE,"03:48","PHA","03:50","14 Oct 2016",14,"02:33",2016-10-14 02:33:00,2016-10-14 03:48:00,2016-10-14 02:35:00,2016-10-14 03:50:00,"11072"
75,1,TRUE,"03:25","14 Oct 2016",604,TRUE,"04:35","SGO","04:40","14 Oct 2016",15,"03:20",2016-10-14 03:20:00,2016-10-14 04:35:00,2016-10-14 03:25:00,2016-10-14 04:40:00,"11072"
79,1,TRUE,"04:10","14 Oct 2016",657,TRUE,"05:27","KYE","05:29","14 Oct 2016",16,"04:08",2016-10-14 04:08:00,2016-10-14 05:27:00,2016-10-14 04:10:00,2016-10-14 05:29:00,"11072"
35,1,TRUE,"05:35","14 Oct 2016",678,TRUE,"06:05","BINA","06:10","14 Oct 2016",17,"05:30",2016-10-14 05:30:00,2016-10-14 06:05:00,2016-10-14 05:35:00,2016-10-14 06:10:00,"11072"
35,1,FALSE,"06:09","14 Oct 2016",724,FALSE,"06:42","BAQ","06:44","14 Oct 2016",18,"06:07",2016-10-14 06:07:00,2016-10-14 06:42:00,2016-10-14 06:09:00,2016-10-14 06:44:00,"11072"
35,1,FALSE,"06:39","14 Oct 2016",764,FALSE,"07:12","BHS","07:14","14 Oct 2016",19,"06:37",2016-10-14 06:37:00,2016-10-14 07:12:00,2016-10-14 06:39:00,2016-10-14 07:14:00,"11072"
21,1,FALSE,"07:40","14 Oct 2016",817,FALSE,"07:56","BPL","08:01","14 Oct 2016",20,"07:35",2016-10-14 07:35:00,2016-10-14 07:56:00,2016-10-14 07:40:00,2016-10-14 08:01:00,"11072"
21,1,FALSE,"07:52","14 Oct 2016",823,FALSE,"08:11","HBJ","08:13","14 Oct 2016",21,"07:50",2016-10-14 07:50:00,2016-10-14 08:11:00,2016-10-14 07:52:00,2016-10-14 08:13:00,"11072"
21,1,FALSE,"08:52","14 Oct 2016",891,FALSE,"09:11","HBD","09:13","14 Oct 2016",22,"08:50",2016-10-14 08:50:00,2016-10-14 09:11:00,2016-10-14 08:52:00,2016-10-14 09:13:00,"11072"
9,1,FALSE,"09:30","14 Oct 2016",908,FALSE,"09:34","ET","09:39","14 Oct 2016",23,"09:25",2016-10-14 09:25:00,2016-10-14 09:34:00,2016-10-14 09:30:00,2016-10-14 09:39:00,"11072"
9,1,FALSE,"10:22","14 Oct 2016",984,FALSE,"10:29","HD","10:31","14 Oct 2016",24,"10:20",2016-10-14 10:20:00,2016-10-14 10:29:00,2016-10-14 10:22:00,2016-10-14 10:31:00,"11072"
9,1,FALSE,"10:49","14 Oct 2016",1016,FALSE,"10:56","KKN","10:58","14 Oct 2016",25,"10:47",2016-10-14 10:47:00,2016-10-14 10:56:00,2016-10-14 10:49:00,2016-10-14 10:58:00,"11072"
0,1,FALSE,"12:50","14 Oct 2016",1092,FALSE,"12:45","KNW","12:50","14 Oct 2016",26,"12:45",2016-10-14 12:45:00,2016-10-14 12:45:00,2016-10-14 12:50:00,2016-10-14 12:50:00,"11072"
0,1,FALSE,"13:28","14 Oct 2016",1134,FALSE,"13:26","NPNR","13:28","14 Oct 2016",27,"13:26",2016-10-14 13:26:00,2016-10-14 13:26:00,2016-10-14 13:28:00,2016-10-14 13:28:00,"11072"
0,1,FALSE,"13:50","14 Oct 2016",1161,FALSE,"13:48","BAU","13:50","14 Oct 2016",28,"13:48",2016-10-14 13:48:00,2016-10-14 13:48:00,2016-10-14 13:50:00,2016-10-14 13:50:00,"11072"
0,1,FALSE,"14:05","14 Oct 2016",1181,FALSE,"14:04","RV","14:05","14 Oct 2016",29,"14:04",2016-10-14 14:04:00,2016-10-14 14:04:00,2016-10-14 14:05:00,2016-10-14 14:05:00,"11072"
0,1,FALSE,"14:45","14 Oct 2016",1215,FALSE,"14:35","BSL","14:45","14 Oct 2016",30,"14:35",2016-10-14 14:35:00,2016-10-14 14:35:00,2016-10-14 14:45:00,2016-10-14 14:45:00,"11072"
0,1,FALSE,"15:10","14 Oct 2016",1239,FALSE,"15:08","JL","15:10","14 Oct 2016",31,"15:08",2016-10-14 15:08:00,2016-10-14 15:08:00,2016-10-14 15:10:00,2016-10-14 15:10:00,"11072"
0,1,FALSE,"15:43","14 Oct 2016",1287,FALSE,"15:41","PC","15:43","14 Oct 2016",32,"15:41",2016-10-14 15:41:00,2016-10-14 15:41:00,2016-10-14 15:43:00,2016-10-14 15:43:00,"11072"
0,1,FALSE,"16:15","14 Oct 2016",1332,FALSE,"16:13","CSN","16:15","14 Oct 2016",33,"16:13",2016-10-14 16:13:00,2016-10-14 16:13:00,2016-10-14 16:15:00,2016-10-14 16:15:00,"11072"
0,1,FALSE,"16:50","14 Oct 2016",1374,FALSE,"16:49","NGN","16:50","14 Oct 2016",34,"16:49",2016-10-14 16:49:00,2016-10-14 16:49:00,2016-10-14 16:50:00,2016-10-14 16:50:00,"11072"
0,1,FALSE,"17:30","14 Oct 2016",1399,FALSE,"17:27","MMR","17:30","14 Oct 2016",35,"17:27",2016-10-14 17:27:00,2016-10-14 17:27:00,2016-10-14 17:30:00,2016-10-14 17:30:00,"11072"
0,1,FALSE,"18:40","14 Oct 2016",1472,FALSE,"18:35","NK","18:40","14 Oct 2016",36,"18:35",2016-10-14 18:35:00,2016-10-14 18:35:00,2016-10-14 18:40:00,2016-10-14 18:40:00,"11072"
0,1,FALSE,"20:10","14 Oct 2016",1523,FALSE,"20:05","IGP","20:10","14 Oct 2016",37,"20:05",2016-10-14 20:05:00,2016-10-14 20:05:00,2016-10-14 20:10:00,2016-10-14 20:10:00,"11072"
0,1,FALSE,"21:50","14 Oct 2016",1606,FALSE,"21:47","KYN","21:50","14 Oct 2016",38,"21:47",2016-10-14 21:47:00,2016-10-14 21:47:00,2016-10-14 21:50:00,2016-10-14 21:50:00,"11072"
0,1,FALSE,"22:15","14 Oct 2016",1626,FALSE,"22:12","TNA","22:15","14 Oct 2016",39,"22:12",2016-10-14 22:12:00,2016-10-14 22:12:00,2016-10-14 22:15:00,2016-10-14 22:15:00,"11072"
0,1,FALSE,"22:50","14 Oct 2016",1644,FALSE,"22:50","LTT","22:50","14 Oct 2016",40,"22:50",2016-10-14 22:50:00,2016-10-14 22:50:00,2016-10-14 22:50:00,2016-10-14 22:50:00,"11072"
"latemin","day","has_departed","schdep","actarr_date","distance","has_arrived","actarr","station","actdep","scharr_date","no","scharr","scharr_datetime","actarr_datetime","schdep_datetime","actdep_datetime","train_no"
0,0,TRUE,"14:50","13 Oct 2016",0,TRUE,"14:50","TVC","14:50","13 Oct 2016",1,"14:50",2016-10-13 14:50:00,2016-10-13 14:50:00,2016-10-13 14:50:00,2016-10-13 14:50:00,"12624"
9,0,TRUE,"15:25","13 Oct 2016",41,TRUE,"15:32","VAK","15:33","13 Oct 2016",2,"15:23",2016-10-13 15:23:00,2016-10-13 15:32:00,2016-10-13 15:25:00,2016-10-13 15:33:00,"12624"
7,0,TRUE,"15:55","13 Oct 2016",64,TRUE,"15:59","QLN","16:02","13 Oct 2016",3,"15:52",2016-10-13 15:52:00,2016-10-13 15:59:00,2016-10-13 15:55:00,2016-10-13 16:02:00,"12624"
18,0,TRUE,"16:30","13 Oct 2016",105,TRUE,"16:46","KYJ","16:48","13 Oct 2016",4,"16:28",2016-10-13 16:28:00,2016-10-13 16:46:00,2016-10-13 16:30:00,2016-10-13 16:48:00,"12624"
20,0,TRUE,"16:40","13 Oct 2016",113,TRUE,"16:59","MVLK","17:01","13 Oct 2016",5,"16:39",2016-10-13 16:39:00,2016-10-13 16:59:00,2016-10-13 16:40:00,2016-10-13 17:01:00,"12624"
25,0,TRUE,"16:50","13 Oct 2016",125,TRUE,"17:14","CNGR","17:16","13 Oct 2016",6,"16:49",2016-10-13 16:49:00,2016-10-13 17:14:00,2016-10-13 16:50:00,2016-10-13 17:16:00,"12624"
33,0,TRUE,"17:00","13 Oct 2016",134,TRUE,"17:32","TRVL","17:33","13 Oct 2016",7,"16:59",2016-10-13 16:59:00,2016-10-13 17:32:00,2016-10-13 17:00:00,2016-10-13 17:33:00,"12624"
33,0,TRUE,"17:10","13 Oct 2016",142,TRUE,"17:42","CGY","17:43","13 Oct 2016",8,"17:09",2016-10-13 17:09:00,2016-10-13 17:42:00,2016-10-13 17:10:00,2016-10-13 17:43:00,"12624"
35,0,TRUE,"17:40","13 Oct 2016",160,TRUE,"18:12","KTYM","18:15","13 Oct 2016",9,"17:37",2016-10-13 17:37:00,2016-10-13 18:12:00,2016-10-13 17:40:00,2016-10-13 18:15:00,"12624"
57,0,TRUE,"18:32","13 Oct 2016",210,TRUE,"19:28","TRTR","19:30","13 Oct 2016",10,"18:31",2016-10-13 18:31:00,2016-10-13 19:28:00,2016-10-13 18:32:00,2016-10-13 19:30:00,"12624"
33,0,TRUE,"19:25","13 Oct 2016",223,TRUE,"19:53","ERN","20:00","13 Oct 2016",11,"19:20",2016-10-13 19:20:00,2016-10-13 19:53:00,2016-10-13 19:25:00,2016-10-13 20:00:00,"12624"
45,0,TRUE,"19:45","13 Oct 2016",240,TRUE,"20:28","AWY","20:30","13 Oct 2016",12,"19:43",2016-10-13 19:43:00,2016-10-13 20:28:00,2016-10-13 19:45:00,2016-10-13 20:30:00,"12624"
45,0,TRUE,"19:55","13 Oct 2016",249,TRUE,"20:39","AFK","20:41","13 Oct 2016",13,"19:54",2016-10-13 19:54:00,2016-10-13 20:39:00,2016-10-13 19:55:00,2016-10-13 20:41:00,"12624"
55,0,TRUE,"20:33","13 Oct 2016",294,TRUE,"21:25","TCR","21:28","13 Oct 2016",14,"20:30",2016-10-13 20:30:00,2016-10-13 21:25:00,2016-10-13 20:33:00,2016-10-13 21:28:00,"12624"
23,0,TRUE,"22:20","13 Oct 2016",367,TRUE,"22:38","PGT","22:43","13 Oct 2016",15,"22:15",2016-10-13 22:15:00,2016-10-13 22:38:00,2016-10-13 22:20:00,2016-10-13 22:43:00,"12624"
28,1,TRUE,"23:50","14 Oct 2016",422,TRUE,"00:15","CBE","00:18","13 Oct 2016",16,"23:47",2016-10-13 23:47:00,2016-10-14 00:15:00,2016-10-13 23:50:00,2016-10-14 00:18:00,"12624"
54,1,TRUE,"01:20","14 Oct 2016",522,TRUE,"02:09","ED","02:15","14 Oct 2016",17,"01:15",2016-10-14 01:15:00,2016-10-14 02:09:00,2016-10-14 01:20:00,2016-10-14 02:15:00,"12624"
55,1,TRUE,"02:20","14 Oct 2016",585,TRUE,"03:12","SA","03:17","14 Oct 2016",18,"02:17",2016-10-14 02:17:00,2016-10-14 03:12:00,2016-10-14 02:20:00,2016-10-14 03:17:00,"12624"
57,1,TRUE,"05:00","14 Oct 2016",788,TRUE,"05:55","KPD","05:57","14 Oct 2016",19,"04:58",2016-10-14 04:58:00,2016-10-14 05:55:00,2016-10-14 05:00:00,2016-10-14 05:57:00,"12624"
29,1,FALSE,"06:35","14 Oct 2016",903,FALSE,"07:02","AVD","07:03","14 Oct 2016",20,"06:33",2016-10-14 06:33:00,2016-10-14 07:02:00,2016-10-14 06:35:00,2016-10-14 07:03:00,"12624"
28,1,FALSE,"06:55","14 Oct 2016",918,FALSE,"07:21","PER","07:23","14 Oct 2016",21,"06:53",2016-10-14 06:53:00,2016-10-14 07:21:00,2016-10-14 06:55:00,2016-10-14 07:23:00,"12624"
19,1,FALSE,"07:30","14 Oct 2016",924,FALSE,"07:49","MAS","07:49","14 Oct 2016",22,"07:30",2016-10-14 07:30:00,2016-10-14 07:49:00,2016-10-14 07:30:00,2016-10-14 07:49:00,"12624"
"latemin","day","has_departed","schdep","actarr_date","distance","has_arrived","actarr","station","actdep","scharr_date","no","scharr","scharr_datetime","actarr_datetime","schdep_datetime","actdep_datetime","train_no"
0,0,TRUE,"22:30","12 Oct 2016",0,TRUE,"22:30","HYB","22:30","12 Oct 2016",1,"22:30",2016-10-12 22:30:00,2016-10-12 22:30:00,2016-10-12 22:30:00,2016-10-12 22:30:00,"12721"
0,0,TRUE,"23:00","12 Oct 2016",9,TRUE,"22:55","SC","23:05","12 Oct 2016",2,"22:55",2016-10-12 22:55:00,2016-10-12 22:55:00,2016-10-12 23:00:00,2016-10-12 23:05:00,"12721"
17,1,TRUE,"23:45","13 Oct 2016",63,TRUE,"00:01","BG","00:02","12 Oct 2016",3,"23:44",2016-10-12 23:44:00,2016-10-13 00:01:00,2016-10-12 23:45:00,2016-10-13 00:02:00,"12721"
19,1,TRUE,"00:10","13 Oct 2016",100,TRUE,"00:27","ZN","00:28","13 Oct 2016",4,"00:08",2016-10-13 00:08:00,2016-10-13 00:27:00,2016-10-13 00:10:00,2016-10-13 00:28:00,"12721"
-2,1,TRUE,"01:30","13 Oct 2016",149,TRUE,"01:08","KZJ","01:35","13 Oct 2016",5,"01:10",2016-10-13 01:10:00,2016-10-13 01:08:00,2016-10-13 01:30:00,2016-10-13 01:35:00,"12721"
20,1,TRUE,"01:55","13 Oct 2016",194,TRUE,"02:14","JMKT","02:15","13 Oct 2016",6,"01:54",2016-10-13 01:54:00,2016-10-13 02:14:00,2016-10-13 01:55:00,2016-10-13 02:15:00,"12721"
0,1,FALSE,"02:22","13 Oct 2016",233,FALSE,"02:21","PDPL","02:22","13 Oct 2016",7,"02:21",2016-10-13 02:21:00,2016-10-13 02:21:00,2016-10-13 02:22:00,2016-10-13 02:22:00,"12721"
0,1,FALSE,"02:45","13 Oct 2016",251,FALSE,"02:44","RDM","02:45","13 Oct 2016",8,"02:44",2016-10-13 02:44:00,2016-10-13 02:44:00,2016-10-13 02:45:00,2016-10-13 02:45:00,"12721"
0,1,FALSE,"03:00","13 Oct 2016",264,FALSE,"02:59","MCI","03:00","13 Oct 2016",9,"02:59",2016-10-13 02:59:00,2016-10-13 02:59:00,2016-10-13 03:00:00,2016-10-13 03:00:00,"12721"
15,1,TRUE,"03:20","13 Oct 2016",284,TRUE,"03:33","BPA","03:34","13 Oct 2016",10,"03:18",2016-10-13 03:18:00,2016-10-13 03:33:00,2016-10-13 03:20:00,2016-10-13 03:34:00,"12721"
9,1,TRUE,"04:00","13 Oct 2016",323,TRUE,"04:07","SKZR","04:08","13 Oct 2016",11,"03:58",2016-10-13 03:58:00,2016-10-13 04:07:00,2016-10-13 04:00:00,2016-10-13 04:08:00,"12721"
-10,1,TRUE,"05:30","13 Oct 2016",392,TRUE,"05:10","BPQ","05:30","13 Oct 2016",12,"05:20",2016-10-13 05:20:00,2016-10-13 05:10:00,2016-10-13 05:30:00,2016-10-13 05:30:00,"12721"
-2,1,TRUE,"05:50","13 Oct 2016",406,TRUE,"05:47","CD","05:50","13 Oct 2016",13,"05:49",2016-10-13 05:49:00,2016-10-13 05:47:00,2016-10-13 05:50:00,2016-10-13 05:50:00,"12721"
-6,1,TRUE,"06:14","13 Oct 2016",431,TRUE,"06:07","BUX","06:14","13 Oct 2016",14,"06:13",2016-10-13 06:13:00,2016-10-13 06:07:00,2016-10-13 06:14:00,2016-10-13 06:14:00,"12721"
-5,1,TRUE,"06:36","13 Oct 2016",452,TRUE,"06:30","WRR","06:36","13 Oct 2016",15,"06:35",2016-10-13 06:35:00,2016-10-13 06:30:00,2016-10-13 06:36:00,2016-10-13 06:36:00,"12721"
1,1,TRUE,"07:07","13 Oct 2016",490,TRUE,"07:07","HGT","07:09","13 Oct 2016",16,"07:06",2016-10-13 07:06:00,2016-10-13 07:07:00,2016-10-13 07:07:00,2016-10-13 07:09:00,"12721"
-16,1,TRUE,"07:53","13 Oct 2016",527,TRUE,"07:36","SEGM","08:00","13 Oct 2016",17,"07:52",2016-10-13 07:52:00,2016-10-13 07:36:00,2016-10-13 07:53:00,2016-10-13 08:00:00,"12721"
8,1,TRUE,"08:17","13 Oct 2016",558,TRUE,"08:24","SNI","08:26","13 Oct 2016",18,"08:16",2016-10-13 08:16:00,2016-10-13 08:24:00,2016-10-13 08:17:00,2016-10-13 08:26:00,"12721"
7,1,FALSE,"08:52","13 Oct 2016",601,FALSE,"08:58","AJNI","08:59","13 Oct 2016",19,"08:51",2016-10-13 08:51:00,2016-10-13 08:58:00,2016-10-13 08:52:00,2016-10-13 08:59:00,"12721"
10,1,TRUE,"09:15","13 Oct 2016",604,TRUE,"09:15","NGP","09:25","13 Oct 2016",20,"09:05",2016-10-13 09:05:00,2016-10-13 09:15:00,2016-10-13 09:15:00,2016-10-13 09:25:00,"12721"
2,1,TRUE,"10:18","13 Oct 2016",664,TRUE,"10:19","KATL","10:21","13 Oct 2016",21,"10:17",2016-10-13 10:17:00,2016-10-13 10:19:00,2016-10-13 10:18:00,2016-10-13 10:21:00,"12721"
3,1,TRUE,"10:44","13 Oct 2016",689,TRUE,"10:46","NRKR","10:48","13 Oct 2016",22,"10:43",2016-10-13 10:43:00,2016-10-13 10:46:00,2016-10-13 10:44:00,2016-10-13 10:48:00,"12721"
3,1,TRUE,"11:03","13 Oct 2016",707,TRUE,"11:05","PAR","11:07","13 Oct 2016",23,"11:02",2016-10-13 11:02:00,2016-10-13 11:05:00,2016-10-13 11:03:00,2016-10-13 11:07:00,"12721"
5,1,TRUE,"11:45","13 Oct 2016",748,TRUE,"11:48","MTY","11:50","13 Oct 2016",24,"11:43",2016-10-13 11:43:00,2016-10-13 11:48:00,2016-10-13 11:45:00,2016-10-13 11:50:00,"12721"
3,1,TRUE,"12:08","13 Oct 2016",771,TRUE,"12:09","AMLA","12:11","13 Oct 2016",25,"12:06",2016-10-13 12:06:00,2016-10-13 12:09:00,2016-10-13 12:08:00,2016-10-13 12:11:00,"12721"
10,1,TRUE,"12:29","13 Oct 2016",794,TRUE,"12:37","BZU","12:39","13 Oct 2016",26,"12:27",2016-10-13 12:27:00,2016-10-13 12:37:00,2016-10-13 12:29:00,2016-10-13 12:39:00,"12721"
5,1,TRUE,"13:12","13 Oct 2016",830,TRUE,"13:15","GDYA","13:17","13 Oct 2016",27,"13:10",2016-10-13 13:10:00,2016-10-13 13:15:00,2016-10-13 13:12:00,2016-10-13 13:17:00,"12721"
-10,1,TRUE,"14:55","13 Oct 2016",901,TRUE,"14:35","ET","14:55","13 Oct 2016",28,"14:45",2016-10-13 14:45:00,2016-10-13 14:35:00,2016-10-13 14:55:00,2016-10-13 14:55:00,"12721"
4,1,TRUE,"15:15","13 Oct 2016",918,TRUE,"15:17","HBD","15:19","13 Oct 2016",29,"15:13",2016-10-13 15:13:00,2016-10-13 15:17:00,2016-10-13 15:15:00,2016-10-13 15:19:00,"12721"
11,1,TRUE,"16:20","13 Oct 2016",986,TRUE,"16:29","HBJ","16:31","13 Oct 2016",30,"16:18",2016-10-13 16:18:00,2016-10-13 16:29:00,2016-10-13 16:20:00,2016-10-13 16:31:00,"12721"
-3,1,TRUE,"16:50","13 Oct 2016",992,TRUE,"16:42","BPL","16:52","13 Oct 2016",31,"16:45",2016-10-13 16:45:00,2016-10-13 16:42:00,2016-10-13 16:50:00,2016-10-13 16:52:00,"12721"
36,1,TRUE,"17:24","13 Oct 2016",1046,TRUE,"17:58","BHS","18:00","13 Oct 2016",32,"17:22",2016-10-13 17:22:00,2016-10-13 17:58:00,2016-10-13 17:24:00,2016-10-13 18:00:00,"12721"
35,1,TRUE,"17:55","13 Oct 2016",1085,TRUE,"18:28","BAQ","18:30","13 Oct 2016",33,"17:53",2016-10-13 17:53:00,2016-10-13 18:28:00,2016-10-13 17:55:00,2016-10-13 18:30:00,"12721"
35,1,TRUE,"18:19","13 Oct 2016",1113,TRUE,"18:52","MABA","18:53","13 Oct 2016",34,"18:17",2016-10-13 18:17:00,2016-10-13 18:52:00,2016-10-13 18:19:00,2016-10-13 18:53:00,"12721"
10,1,TRUE,"19:05","13 Oct 2016",1131,TRUE,"19:10","BINA","19:15","13 Oct 2016",35,"19:00",2016-10-13 19:00:00,2016-10-13 19:10:00,2016-10-13 19:05:00,2016-10-13 19:15:00,"12721"
38,1,TRUE,"19:52","13 Oct 2016",1193,TRUE,"20:28","LAR","20:30","13 Oct 2016",36,"19:50",2016-10-13 19:50:00,2016-10-13 20:28:00,2016-10-13 19:52:00,2016-10-13 20:30:00,"12721"
56,1,TRUE,"20:37","13 Oct 2016",1258,TRUE,"21:31","BAB","21:33","13 Oct 2016",37,"20:35",2016-10-13 20:35:00,2016-10-13 21:31:00,2016-10-13 20:37:00,2016-10-13 21:33:00,"12721"
44,1,TRUE,"21:30","13 Oct 2016",1282,TRUE,"22:04","JHS","22:14","13 Oct 2016",38,"21:20",2016-10-13 21:20:00,2016-10-13 22:04:00,2016-10-13 21:30:00,2016-10-13 22:14:00,"12721"
54,1,TRUE,"21:52","13 Oct 2016",1307,TRUE,"22:44","DAA","22:46","13 Oct 2016",39,"21:50",2016-10-13 21:50:00,2016-10-13 22:44:00,2016-10-13 21:52:00,2016-10-13 22:46:00,"12721"
58,1,TRUE,"22:46","13 Oct 2016",1379,TRUE,"23:42","GWL","23:43","13 Oct 2016",40,"22:44",2016-10-13 22:44:00,2016-10-13 23:42:00,2016-10-13 22:46:00,2016-10-13 23:43:00,"12721"
61,2,TRUE,"23:18","14 Oct 2016",1417,TRUE,"00:17","MRA","00:19","13 Oct 2016",41,"23:16",2016-10-13 23:16:00,2016-10-14 00:17:00,2016-10-13 23:18:00,2016-10-14 00:19:00,"12721"
35,2,TRUE,"00:50","14 Oct 2016",1497,TRUE,"01:20","AGC","01:25","14 Oct 2016",42,"00:45",2016-10-14 00:45:00,2016-10-14 01:20:00,2016-10-14 00:50:00,2016-10-14 01:25:00,"12721"
32,2,TRUE,"01:39","14 Oct 2016",1551,TRUE,"02:06","MTJ","02:10","14 Oct 2016",43,"01:34",2016-10-14 01:34:00,2016-10-14 02:06:00,2016-10-14 01:39:00,2016-10-14 02:10:00,"12721"
30,2,TRUE,"03:20","14 Oct 2016",1656,TRUE,"03:48","BVH","03:50","14 Oct 2016",44,"03:18",2016-10-14 03:18:00,2016-10-14 03:48:00,2016-10-14 03:20:00,2016-10-14 03:50:00,"12721"
30,2,TRUE,"03:33","14 Oct 2016",1664,TRUE,"04:01","FDB","04:03","14 Oct 2016",45,"03:31",2016-10-14 03:31:00,2016-10-14 04:01:00,2016-10-14 03:33:00,2016-10-14 04:03:00,"12721"
27,2,FALSE,"04:05","14 Oct 2016",1685,TRUE,"04:32","NZM","04:32","14 Oct 2016",46,"04:05",2016-10-14 04:05:00,2016-10-14 04:32:00,2016-10-14 04:05:00,2016-10-14 04:32:00,"12721"
"latemin","day","has_departed","schdep","actarr_date","distance","has_arrived","actarr","station","actdep","scharr_date","no","scharr","scharr_datetime","actarr_datetime","schdep_datetime","actdep_datetime","train_no"
0,0,TRUE,"13:00","13 Oct 2016",0,TRUE,"13:00","SBC","13:00","13 Oct 2016",1,"13:00",2016-10-13 13:00:00,2016-10-13 13:00:00,2016-10-13 13:00:00,2016-10-13 13:00:00,"12725"
10,0,TRUE,"13:11","13 Oct 2016",5,TRUE,"13:20","YPR","13:22","13 Oct 2016",2,"13:10",2016-10-13 13:10:00,2016-10-13 13:20:00,2016-10-13 13:11:00,2016-10-13 13:22:00,"12725"
10,0,TRUE,"14:05","13 Oct 2016",68,TRUE,"14:13","TK","14:15","13 Oct 2016",3,"14:03",2016-10-13 14:03:00,2016-10-13 14:13:00,2016-10-13 14:05:00,2016-10-13 14:15:00,"12725"
17,0,TRUE,"15:10","13 Oct 2016",139,TRUE,"15:26","TTR","15:27","13 Oct 2016",4,"15:09",2016-10-13 15:09:00,2016-10-13 15:26:00,2016-10-13 15:10:00,2016-10-13 15:27:00,"12725"
13,0,TRUE,"15:45","13 Oct 2016",164,TRUE,"15:53","ASK","15:56","13 Oct 2016",5,"15:40",2016-10-13 15:40:00,2016-10-13 15:53:00,2016-10-13 15:45:00,2016-10-13 15:56:00,"12725"
6,0,TRUE,"16:21","13 Oct 2016",203,TRUE,"16:26","DRU","16:27","13 Oct 2016",6,"16:20",2016-10-13 16:20:00,2016-10-13 16:26:00,2016-10-13 16:21:00,2016-10-13 16:27:00,"12725"
12,0,TRUE,"16:32","13 Oct 2016",210,TRUE,"16:42","RRB","16:43","13 Oct 2016",7,"16:30",2016-10-13 16:30:00,2016-10-13 16:42:00,2016-10-13 16:32:00,2016-10-13 16:43:00,"12725"
16,0,TRUE,"16:50","13 Oct 2016",228,TRUE,"17:05","AJP","17:06","13 Oct 2016",8,"16:49",2016-10-13 16:49:00,2016-10-13 17:05:00,2016-10-13 16:50:00,2016-10-13 17:06:00,"12725"
13,0,TRUE,"17:10","13 Oct 2016",248,TRUE,"17:22","HSD","17:23","13 Oct 2016",9,"17:09",2016-10-13 17:09:00,2016-10-13 17:22:00,2016-10-13 17:10:00,2016-10-13 17:23:00,"12725"
11,0,TRUE,"17:40","13 Oct 2016",278,TRUE,"17:50","JRU","17:52","13 Oct 2016",10,"17:39",2016-10-13 17:39:00,2016-10-13 17:50:00,2016-10-13 17:40:00,2016-10-13 17:52:00,"12725"
17,0,TRUE,"18:28","13 Oct 2016",324,TRUE,"18:43","DVG","18:45","13 Oct 2016",11,"18:26",2016-10-13 18:26:00,2016-10-13 18:43:00,2016-10-13 18:28:00,2016-10-13 18:45:00,"12725"
19,0,TRUE,"18:45","13 Oct 2016",338,TRUE,"19:02","HRR","19:04","13 Oct 2016",12,"18:43",2016-10-13 18:43:00,2016-10-13 19:02:00,2016-10-13 18:45:00,2016-10-13 19:04:00,"12725"
21,0,TRUE,"19:10","13 Oct 2016",369,TRUE,"19:29","RNR","19:31","13 Oct 2016",13,"19:08",2016-10-13 19:08:00,2016-10-13 19:29:00,2016-10-13 19:10:00,2016-10-13 19:31:00,"12725"
17,0,TRUE,"19:40","13 Oct 2016",402,TRUE,"19:55","HVR","19:56","13 Oct 2016",14,"19:38",2016-10-13 19:38:00,2016-10-13 19:55:00,2016-10-13 19:40:00,2016-10-13 19:56:00,"12725"
0,0,TRUE,"21:15","13 Oct 2016",477,TRUE,"21:10","UBL","21:20","13 Oct 2016",15,"21:10",2016-10-13 21:10:00,2016-10-13 21:10:00,2016-10-13 21:15:00,2016-10-13 21:20:00,"12725"
