"number","total_stations","distance_covered","start_time","end_time","journey_days","journey_time","train_type","is_superfast","average_speed","DelayOverall","DelayDiscreate"
"22807",18,1655,"19:00","22:45",1,27.75,"Long Distance",TRUE,59.6396396396396,13.36,0.08
"22808",18,1655,"08:10","10:25",1,26.25,"Long Distance",TRUE,63.0476190476191,14.1851851851852,0.037037037037037
"22809",17,554,"22:30","08:40",1,10.1666666666667,"Long Distance",TRUE,54.4918032786885,18.3125,1.25
"22810",17,554,"23:50","09:15",1,9.41666666666667,"Long Distance",TRUE,58.8318584070797,15.4117647058824,1.32352941176471
"22811",13,1723,"11:20","10:40",1,23.3333333333333,"Long Distance",TRUE,73.8428571428571,66.7857142857143,7.35714285714286
"22812",13,1724,"17:05","15:55",1,22.8333333333333,"Long Distance",TRUE,75.5036496350365,122.264705882353,9.92647058823529
"22813",12,487,"20:40","04:00",1,7.33333333333333,"Long Distance",TRUE,66.4090909090909,3.5,0
"22814",12,487,"23:55","08:45",1,8.83333333333333,"Long Distance",TRUE,55.1320754716981,7.41666666666667,0.833333333333333
"22815",23,2154,"08:10","21:30",1,37.3333333333333,"Long Distance",TRUE,57.6964285714286,30.1428571428571,3.66666666666667
"22816",23,2155,"08:50","21:35",1,36.75,"Long Distance",TRUE,58.6394557823129,22.5909090909091,-0.318181818181818
"22817",21,2093,"16:10","04:15",2,36.0833333333333,"Long Distance",TRUE,58.0046189376443,9.95238095238095,0.833333333333333
"22818",21,2111,"00:30","14:50",1,38.3333333333333,"Long Distance",TRUE,55.0695652173913,11.2173913043478,-0.304347826086957
"22823",12,1800,"09:15","10:40",1,25.4166666666667,"Long Distance",TRUE,70.8196721311475,17.5538461538462,4.46153846153846
"22824",12,1800,"17:05","17:30",1,24.4166666666667,"Long Distance",TRUE,73.7201365187713,20.1153846153846,0.673076923076923
"22825",24,1660,"12:10","17:00",1,28.8333333333333,"Long Distance",TRUE,57.5722543352601,5.04166666666667,-0.625
"22826",24,1660,"16:25","21:30",1,29.0833333333333,"Long Distance",TRUE,57.0773638968481,10.0416666666667,0
"22827",18,1754,"19:45","03:20",2,31.5833333333333,"Long Distance",TRUE,55.5356200527704,12.7777777777778,0
"22828",18,1754,"08:30","16:10",1,31.6666666666667,"Long Distance",TRUE,55.3894736842105,48.7222222222222,3.61111111111111
"22829",31,2434,"13:40","09:55",2,44.25,"Long Distance",TRUE,55.0056497175141,19.8387096774194,0
"22830",33,2434,"20:22","16:40",2,44.3,"Long Distance",TRUE,54.9435665914221,10.655737704918,0.967213114754098
"22831",17,1763,"15:35","22:25",1,30.8333333333333,"Long Distance",TRUE,57.1783783783784,18.8333333333333,1.5
"22832",16,1763,"07:40","14:50",1,31.1666666666667,"Long Distance",TRUE,56.5668449197861,23.2571428571429,12.3428571428571
"22835",11,500,"20:55","05:55",1,9,"Long Distance",TRUE,55.5555555555556,3,-0.909090909090909
"22836",11,500,"22:15","07:20",1,9.08333333333333,"Long Distance",TRUE,55.045871559633,2.54545454545455,-1.09090909090909
"22843",22,969,"20:35","13:50",1,17.25,"Long Distance",TRUE,56.1739130434783,59.3636363636364,6.20454545454545
"22844",22,969,"23:55","17:25",1,17.5,"Long Distance",TRUE,55.3714285714286,40.2790697674419,3.18604651162791
"22845",19,1774,"10:45","17:10",1,30.4166666666667,"Long Distance",TRUE,58.3232876712329,13.5087719298246,0.87719298245614
"22846",19,1774,"20:00","02:45",2,30.75,"Long Distance",TRUE,57.6910569105691,11.5614035087719,0.350877192982456
"22847",23,1649,"08:30","13:35",1,29.0833333333333,"Long Distance",TRUE,56.6991404011461,41.5869565217391,0.304347826086957
"22848",23,1649,"00:15","05:25",1,29.1666666666667,"Long Distance",TRUE,56.5371428571429,26.9090909090909,3.40909090909091
"22849",20,1580,"12:10","15:00",1,26.8333333333333,"Long Distance",TRUE,58.8819875776398,13.55,0
"22850",20,1580,"05:30","09:05",1,27.5833333333333,"Long Distance",TRUE,57.2809667673716,11.05,-0.5
"22851",40,2487,"15:50","09:30",2,41.6666666666667,"Long Distance",TRUE,59.688,39.7875,0.9375
"22852",39,2487,"23:00","17:50",2,42.8333333333333,"Long Distance",TRUE,58.0622568093385,24.0625,0.9375
"22853",16,880,"18:15","08:40",1,14.4166666666667,"Long Distance",TRUE,61.0404624277457,9,0
"22854",16,880,"13:15","03:30",1,14.25,"Long Distance",TRUE,61.7543859649123,4.3125,0
"22855",18,1611,"15:50","18:00",1,26.1666666666667,"Long Distance",TRUE,61.5668789808917,25.6666666666667,0.694444444444444
"22856",18,1611,"19:55","22:20",1,26.4166666666667,"Long Distance",TRUE,60.9842271293375,7.17647058823529,-0.176470588235294
"22857",11,1570,"08:50","11:50",1,27,"Long Distance",TRUE,58.1481481481481,27.6363636363636,5.90909090909091
"22858",11,1570,"13:45","17:00",1,27.25,"Long Distance",TRUE,57.6146788990826,206.636363636364,20
"22859",21,1248,"17:30","14:55",1,21.4166666666667,"Long Distance",TRUE,58.272373540856,30.6190476190476,1.30952380952381
"22860",21,1248,"16:25","14:55",1,22.5,"Long Distance",TRUE,55.4666666666667,11.3809523809524,0.238095238095238
"22863",12,1968,"11:00","16:00",1,29,"Long Distance",TRUE,67.8620689655172,30.4615384615385,5.76923076923077
"22864",12,1968,"11:15","16:10",1,28.9166666666667,"Long Distance",TRUE,68.0576368876081,19.4545454545455,3.18181818181818
"22865",17,1851,"00:15","08:55",1,32.6666666666667,"Long Distance",TRUE,56.6632653061225,8.05555555555556,0
"22866",17,1851,"05:30","13:35",1,32.0833333333333,"Long Distance",TRUE,57.6935064935065,8.27777777777778,0.277777777777778
"22869",13,781,"19:20","08:55",1,13.5833333333333,"Long Distance",TRUE,57.4969325153374,3.46153846153846,-1.15384615384615
"22870",13,781,"21:10","10:25",1,13.25,"Long Distance",TRUE,58.9433962264151,14.3076923076923,0.769230769230769
"22871",19,1179,"12:00","09:25",1,21.4166666666667,"Long Distance",TRUE,55.0505836575875,8.31578947368421,0.394736842105263
"22872",18,1179,"12:45","09:40",1,20.9166666666667,"Long Distance",TRUE,56.3665338645418,40.0526315789474,0.789473684210526
"22873",16,929,"17:15","08:40",1,15.4166666666667,"Long Distance",TRUE,60.2594594594595,8.40625,0.78125
"22874",16,929,"17:50","09:25",1,15.5833333333333,"Long Distance",TRUE,59.6149732620321,27.6666666666667,1
"22879",21,1179,"12:00","09:25",1,21.4166666666667,"Long Distance",TRUE,55.0505836575875,5.69047619047619,-0.476190476190476
"22880",20,1179,"12:45","09:40",1,20.9166666666667,"Long Distance",TRUE,56.3665338645418,46.6904761904762,1.30952380952381
"22881",14,1703,"11:15","17:20",1,30.0833333333333,"Long Distance",TRUE,56.6094182825485,5.78571428571429,0
"22882",14,1703,"22:10","05:00",2,30.8333333333333,"Long Distance",TRUE,55.2324324324324,14.9285714285714,0
"22883",26,1503,"15:00","20:00",1,29,"Long Distance",TRUE,51.8275862068966,21.9807692307692,0.576923076923077
"22884",26,1515,"22:40","05:55",2,31.25,"Long Distance",TRUE,48.48,12.4821428571429,0.178571428571429
"22889",13,549,"17:15","03:20",1,10.0833333333333,"Long Distance",TRUE,54.4462809917355,4,-1.53846153846154
"22890",13,549,"23:35","09:25",1,9.83333333333333,"Long Distance",TRUE,55.8305084745763,4.30769230769231,-0.730769230769231
"22891",14,462,"15:10","23:00",0,7.83333333333333,"Long Distance",TRUE,58.9787234042553,7.82978723404255,0.425531914893617
"22892",14,462,"06:10","14:20",0,8.16666666666667,"Long Distance",TRUE,56.5714285714286,4.05357142857143,0.267857142857143
"22893",15,1792,"13:55","19:30",1,29.5833333333333,"Long Distance",TRUE,60.5746478873239,16.5625,1.40625
"22894",15,1790,"14:35","20:00",1,29.4166666666667,"Long Distance",TRUE,60.8498583569405,4.6875,0
"22901",16,945,"23:25","15:55",1,16.5,"Long Distance",TRUE,57.2727272727273,4.3125,0.104166666666667
"22902",16,945,"21:35","13:40",1,16.0833333333333,"Long Distance",TRUE,58.7564766839378,20.675,0.875
"22903",8,839,"23:55","13:15",1,13.3333333333333,"Long Distance",TRUE,62.925,8.97368421052632,3.68421052631579
"22904",8,839,"15:05","04:55",1,13.8333333333333,"Long Distance",TRUE,60.6506024096386,4.6875,0
"22905",30,2586,"06:40","03:35",2,44.9166666666667,"Long Distance",TRUE,57.5732838589981,-4.26666666666667,-3.6
"22907",18,1531,"10:40","10:20",1,23.6666666666667,"Long Distance",TRUE,64.6901408450704,7,-1.05555555555556
"22908",18,1531,"03:00","04:30",1,25.5,"Long Distance",TRUE,60.0392156862745,34.6111111111111,2.33333333333333
"22909",24,2071,"19:40","10:05",2,38.4166666666667,"Long Distance",TRUE,53.9088937093276,10.2291666666667,0.520833333333333
"22910",24,2071,"05:30","19:50",1,38.3333333333333,"Long Distance",TRUE,54.0260869565217,13.875,0.583333333333333
"22911",34,1736,"23:30","06:45",2,31.25,"Long Distance",TRUE,55.552,52.2867647058824,2.30882352941176
"22912",34,1736,"17:45","01:35",2,31.8333333333333,"Long Distance",TRUE,54.5340314136126,43.9704142011834,1.91715976331361
"22913",4,1384,"16:00","07:55",1,15.9166666666667,"Long Distance",TRUE,86.9528795811518,NA,NA
"22914",4,1384,"14:50","06:55",1,16.0833333333333,"Long Distance",TRUE,86.0518134715026,NA,NA
"22915",30,1408,"12:55","13:45",1,24.8333333333333,"Long Distance",TRUE,56.6979865771812,7.26666666666667,-0.833333333333333
"22916",30,1408,"15:45","17:10",1,25.4166666666667,"Long Distance",TRUE,55.3967213114754,14.9,0.5
"22917",26,1616,"11:50","15:35",1,27.75,"Long Distance",TRUE,58.2342342342342,6.55555555555556,0
"22918",26,1616,"18:50","22:00",1,27.1666666666667,"Long Distance",TRUE,59.4846625766871,19.5384615384615,0.0384615384615385
"22926",34,1676,"10:20","14:45",1,28.4166666666667,"Long Distance",TRUE,58.9794721407625,-0.555555555555556,0
"22927",22,481,"19:40","04:20",1,8.66666666666667,"Long Distance",TRUE,55.5,6.66363636363636,0.204545454545455
"22928",17,481,"21:10","05:50",1,8.66666666666667,"Long Distance",TRUE,55.5,7.52941176470588,0.0470588235294118
"22931",27,1229,"14:35","12:50",1,22.25,"Long Distance",TRUE,55.2359550561798,14.9259259259259,0.555555555555556
"22932",27,1229,"19:20","17:35",1,22.25,"Long Distance",TRUE,55.2359550561798,15.537037037037,0.277777777777778
"22933",15,1148,"16:35","10:45",1,18.1666666666667,"Long Distance",TRUE,63.1926605504587,4.86666666666667,0.666666666666667
"22934",15,1148,"12:45","07:35",1,18.8333333333333,"Long Distance",TRUE,60.9557522123894,1.93333333333333,0
"22935",12,785,"12:55","03:05",1,14.1666666666667,"Long Distance",TRUE,55.4117647058824,3.45454545454545,1.18181818181818
"22936",12,785,"16:00","06:15",1,14.25,"Long Distance",TRUE,55.0877192982456,5.75,0.833333333333333
"22937",23,1601,"12:00","16:45",1,28.75,"Long Distance",TRUE,55.6869565217391,14.8222222222222,0.8
"22938",23,1601,"18:30","22:55",1,28.4166666666667,"Long Distance",TRUE,56.3401759530792,15.3333333333333,1.42857142857143
"22939",23,1691,"22:25","04:50",2,30.4166666666667,"Long Distance",TRUE,55.5945205479452,7.26086956521739,1.08695652173913
"22940",23,1691,"08:10","14:50",1,30.6666666666667,"Long Distance",TRUE,55.1413043478261,8.91304347826087,0
"22941",16,1408,"23:55","01:20",2,25.4166666666667,"Long Distance",TRUE,55.3967213114754,24.9375,2.8125
"22942",16,1408,"05:00","06:00",1,25,"Long Distance",TRUE,56.32,35.125,2.1875
"22943",17,972,"15:20","08:30",1,17.1666666666667,"Long Distance",TRUE,56.621359223301,14.4873949579832,1.11764705882353
"22944",17,972,"14:35","08:10",1,17.5833333333333,"Long Distance",TRUE,55.2796208530806,13.3193277310924,0.781512605042017
"22981",28,919,"17:20","10:00",1,16.6666666666667,"Long Distance",TRUE,55.14,26.2063492063492,0.476190476190476
"22982",27,919,"17:30","09:45",1,16.25,"Long Distance",TRUE,56.5538461538462,14.9714285714286,0.132142857142857
"22996",17,1017,"20:30","14:20",1,17.8333333333333,"Long Distance",TRUE,57.0280373831776,2.1875,-3.125
"23010",69,1461,"21:50","06:55",2,33.0833333333333,"Long Distance",FALSE,44.1612090680101,NA,NA
"23142",29,628,"13:15","04:35",1,15.3333333333333,"Long Distance",FALSE,40.9565217391304,-1.03333333333333,-0.8
"23154",28,454,"17:15","05:20",1,12.0833333333333,"Long Distance",FALSE,37.5724137931034,NA,NA
"23225",17,217,"12:40","19:25",0,6.75,"Long Distance",FALSE,32.1481481481481,15.8409090909091,0.420454545454545
"23226",17,217,"07:20","14:15",0,6.91666666666667,"Long Distance",FALSE,31.3734939759036,16.1818181818182,-0.284090909090909
"23346",12,230,"05:00","13:00",0,8,"Long Distance",FALSE,28.75,2.95,0
"23348",30,481,"19:30","09:30",1,14,"Long Distance",FALSE,34.3571428571429,28.9272727272727,-0.781818181818182
"24042",15,243,"21:50","08:30",1,10.6666666666667,"Long Distance",FALSE,22.78125,NA,NA
"24227",14,357,"04:50","11:35",0,6.75,"Long Distance",FALSE,52.8888888888889,23.0508474576271,1.8728813559322
"24228",14,357,"16:00","23:30",0,7.5,"Long Distance",FALSE,47.6,34.2745098039216,1.93137254901961
"24369",36,742,"17:55","12:40",1,18.75,"Long Distance",FALSE,39.5733333333333,110.963963963964,4.14414414414414
"24370",46,862,"11:55","10:45",1,22.8333333333333,"Long Distance",FALSE,37.7518248175182,87.8648648648649,2.25225225225225
"24512",26,672,"18:15","09:55",1,15.6666666666667,"Long Distance",FALSE,42.8936170212766,NA,NA
"24887",39,1169,"19:10","20:15",1,25.0833333333333,"Long Distance",FALSE,46.6046511627907,11.88,4.22
"24888",40,1169,"06:45","09:15",1,26.5,"Long Distance",FALSE,44.1132075471698,0.857142857142857,0.119047619047619
"25014",34,1217,"22:00","23:15",1,25.25,"Long Distance",FALSE,48.1980198019802,1.33333333333333,0.533333333333333
"25036",6,239,"09:50","15:20",0,5.5,"Long Distance",FALSE,43.4545454545455,2.27777777777778,2.27777777777778
"25631",29,2332,"00:05","00:10",2,48.0833333333333,"Long Distance",FALSE,48.4991334488735,21.5,10.6666666666667
"25657",36,1345,"06:35","16:30",1,33.9166666666667,"Long Distance",FALSE,39.6560196560197,17.1148648648649,-0.439189189189189
"25658",36,1345,"09:45","19:25",1,33.6666666666667,"Long Distance",FALSE,39.950495049505,14.027027027027,0.405405405405405
"25910",42,1392,"05:25","15:00",1,33.5833333333333,"Long Distance",FALSE,41.4491315136476,NA,NA
"28182",34,600,"15:00","06:40",1,15.6666666666667,"Long Distance",FALSE,38.2978723404255,23.7769230769231,2.15384615384615
"28624",25,365,"16:15","06:55",1,14.6666666666667,"Long Distance",FALSE,24.8863636363636,NA,NA
"29020",32,804,"19:10","13:40",1,18.5,"Long Distance",FALSE,43.4594594594595,10.875,1.875
"29059",19,552,"13:30","00:06",1,10.6,"Long Distance",FALSE,52.0754716981132,27.1176470588235,1.76470588235294
"29060",19,552,"04:55","14:50",0,9.91666666666667,"Long Distance",FALSE,55.6638655462185,3.33333333333333,0.555555555555556
"37279",17,39,"21:10","22:10",0,1,"Suburban Kol",FALSE,39,3.52941176470588,0.139705882352941
"37290",17,39,"22:45","23:45",0,1,"Suburban Kol",FALSE,39,5.19852941176471,0.0955882352941176
"37378",3,24,"10:10","10:50",0,0.666666666666667,"Suburban Kol",FALSE,36,NA,NA
"37379",3,24,"16:00","16:40",0,0.666666666666667,"Suburban Kol",FALSE,36,-0.666666666666667,-1.2
"37380",3,24,"17:25","18:01",0,0.6,"Suburban Kol",FALSE,40,-0.185185185185185,-1.37037037037037
"50101",20,334,"03:20","09:55",0,6.58333333333333,"Passenger",FALSE,50.7341772151899,77.3419689119171,5.47150259067358
"50102",20,334,"19:10","01:00",1,5.83333333333333,"Passenger",FALSE,57.2571428571429,86.4949494949495,6.68686868686869
"50103",37,421,"15:35","00:10",1,8.58333333333333,"Passenger",FALSE,49.0485436893204,38.3159340659341,1.34615384615385
"50104",38,421,"05:30","14:20",0,8.83333333333333,"Passenger",FALSE,47.6603773584906,29.8562874251497,0.736526946107784
"50105",46,612,"06:20","18:10",0,11.8333333333333,"Passenger",FALSE,51.7183098591549,77.4193548387097,3.19086021505376
"50106",47,612,"08:30","20:10",0,11.6666666666667,"Passenger",FALSE,52.4571428571429,60.1398104265403,1.80805687203791
"50107",9,110,"18:15","20:35",0,2.33333333333333,"Passenger",FALSE,47.1428571428571,140.051282051282,16.9871794871795
"50108",9,110,"06:15","08:25",0,2.16666666666667,"Passenger",FALSE,50.7692307692308,21.7191011235955,1.38202247191011
"50119",6,25,"00:20","01:10",0,0.833333333333333,"Passenger",FALSE,30,7.33333333333333,0.888888888888889
"50120",7,25,"04:45","05:30",0,0.75,"Passenger",FALSE,33.3333333333333,13.9047619047619,2.65079365079365
"51027",26,428,"22:55","10:00",1,11.0833333333333,"Passenger",FALSE,38.6165413533835,21.3153846153846,0.338461538461538
"51028",29,428,"17:25","04:10",1,10.75,"Passenger",FALSE,39.8139534883721,20.1666666666667,0.833333333333333
"51029",31,563,"22:55","12:20",1,13.4166666666667,"Passenger",FALSE,41.9627329192547,25.0193548387097,0.941935483870968
"51030",34,563,"14:50","04:10",1,13.3333333333333,"Passenger",FALSE,42.225,33.8962962962963,2.05925925925926
"51033",27,454,"22:55","10:55",1,12,"Passenger",FALSE,37.8333333333333,19.9,-0.8
"51034",30,454,"16:10","04:10",1,12,"Passenger",FALSE,37.8333333333333,12.2063492063492,3.53968253968254
"51111",9,56,"06:00","07:15",0,1.25,"Passenger",FALSE,44.8,3.59259259259259,0.679012345679012
"51112",9,56,"07:50","09:05",0,1.25,"Passenger",FALSE,44.8,2.11842105263158,0.828947368421053
"51113",9,56,"09:50","11:05",0,1.25,"Passenger",FALSE,44.8,0.944444444444444,0.277777777777778
"51114",9,56,"11:40","12:55",0,1.25,"Passenger",FALSE,44.8,2.87654320987654,0.654320987654321
"51115",9,56,"13:40","14:55",0,1.25,"Passenger",FALSE,44.8,0.654320987654321,0.0617283950617284
"51116",9,56,"15:30","16:45",0,1.25,"Passenger",FALSE,44.8,1.14634146341463,0.414634146341463
"51119",9,56,"17:30","18:45",0,1.25,"Passenger",FALSE,44.8,1.8641975308642,0.185185185185185
"51135",2,9,"01:30","01:45",0,0.25,"Passenger",FALSE,36,-0.777777777777778,-0.777777777777778
"51136",2,9,"02:15","02:30",0,0.25,"Passenger",FALSE,36,-0.444444444444444,-0.444444444444444
"51137",2,9,"03:20","03:35",0,0.25,"Passenger",FALSE,36,-0.666666666666667,-0.666666666666667
"51138",2,9,"03:55","04:10",0,0.25,"Passenger",FALSE,36,-0.388888888888889,-0.388888888888889
"51139",2,9,"06:25","06:40",0,0.25,"Passenger",FALSE,36,-0.15,-0.15
"51140",2,9,"07:15","07:30",0,0.25,"Passenger",FALSE,36,55.8,55.8
"51141",2,9,"11:00","11:15",0,0.25,"Passenger",FALSE,36,-0.4,-0.4
"51142",2,9,"12:45","13:00",0,0.25,"Passenger",FALSE,36,-0.333333333333333,-0.333333333333333
"51145",2,9,"18:00","18:15",0,0.25,"Passenger",FALSE,36,21.7777777777778,21.7777777777778
"51146",2,9,"18:50","19:05",0,0.25,"Passenger",FALSE,36,-0.388888888888889,-0.388888888888889
"51147",2,9,"19:50","20:05",0,0.25,"Passenger",FALSE,36,0.611111111111111,0.611111111111111
"51148",2,9,"20:25","20:40",0,0.25,"Passenger",FALSE,36,-0.285714285714286,-0.285714285714286
"51149",2,9,"22:55","23:10",0,0.25,"Passenger",FALSE,36,-0.25,-0.25
"51150",2,9,"23:40","23:55",0,0.25,"Passenger",FALSE,36,-0.4375,-0.4375
"51151",11,132,"05:25","08:45",0,3.33333333333333,"Passenger",FALSE,39.6,9.99,-0.53
"51152",11,132,"18:00","21:00",0,3,"Passenger",FALSE,44,7.13684210526316,-0.242105263157895
"51153",48,444,"05:25","18:00",0,12.5833333333333,"Passenger",FALSE,35.2847682119205,36.9375,0.946759259259259
"51154",48,444,"07:05","19:10",0,12.0833333333333,"Passenger",FALSE,36.7448275862069,97.8372703412073,3.18110236220472
"51157",40,301,"20:40","05:55",1,9.25,"Passenger",FALSE,32.5405405405405,35.2775,-0.1025
"51158",40,301,"19:20","08:35",1,13.25,"Passenger",FALSE,22.7169811320755,41.196875,0.78125
"51181",30,262,"04:50","10:05",0,5.25,"Passenger",FALSE,49.9047619047619,28.8185185185185,0.611111111111111
"51182",30,262,"17:45","23:00",0,5.25,"Passenger",FALSE,49.9047619047619,56.5793650793651,2.21825396825397
"51183",36,356,"06:30","16:00",0,9.5,"Passenger",FALSE,37.4736842105263,32.821052631579,-0.0385964912280702
"51184",37,356,"09:15","19:00",0,9.75,"Passenger",FALSE,36.5128205128205,33.5735735735736,0.12012012012012
"51187",74,642,"09:30","03:25",1,17.9166666666667,"Passenger",FALSE,35.8325581395349,67.0994475138122,1.69337016574586
"51188",74,642,"22:20","17:00",1,18.6666666666667,"Passenger",FALSE,34.3928571428571,138.471621621622,1.41351351351351
"51189",64,609,"11:30","09:40",1,22.1666666666667,"Passenger",FALSE,27.4736842105263,82.3953125,0.5859375
"51190",63,609,"19:20","15:30",1,20.1666666666667,"Passenger",FALSE,30.198347107438,98.209375,1.390625
"51195",14,132,"06:00","09:45",0,3.75,"Passenger",FALSE,35.2,30.7315436241611,0.939597315436242
"51196",16,132,"17:30","21:10",0,3.66666666666667,"Passenger",FALSE,36,30.5255474452555,2.18248175182482
"51197",36,313,"14:30","21:40",0,7.16666666666667,"Passenger",FALSE,43.6744186046512,21.9267399267399,0.0512820512820513
"51198",36,313,"23:00","08:00",1,9,"Passenger",FALSE,34.7777777777778,25.0666666666667,0.333333333333333
"51239",4,22,"07:05","07:40",0,0.583333333333333,"Passenger",FALSE,37.7142857142857,2.13888888888889,-0.166666666666667
"51240",4,22,"17:35","18:15",0,0.666666666666667,"Passenger",FALSE,33,1.16666666666667,-0.861111111111111
"51253",16,115,"08:00","12:00",0,4,"Passenger",FALSE,28.75,9.76388888888889,0.833333333333333
"51254",12,115,"17:25","20:30",0,3.08333333333333,"Passenger",FALSE,37.2972972972973,19.552380952381,1.2
"51255",10,72,"15:00","16:55",0,1.91666666666667,"Passenger",FALSE,37.5652173913043,11.9888888888889,1.27777777777778
"51259",12,78,"18:10","20:10",0,2,"Passenger",FALSE,39,27.1683168316832,2.85148514851485
"51260",11,78,"08:00","09:55",0,1.91666666666667,"Passenger",FALSE,40.695652173913,16.6144578313253,2.57831325301205
"51261",12,104,"15:10","18:15",0,3.08333333333333,"Passenger",FALSE,33.7297297297297,17.1237113402062,0.701030927835051
"51262",12,104,"10:05","14:20",0,4.25,"Passenger",FALSE,24.4705882352941,17.9444444444444,-0.342592592592593
"51285",47,392,"19:30","08:45",1,13.25,"Passenger",FALSE,29.5849056603774,19.7943107221007,0.115973741794311
"51286",47,392,"04:50","14:55",0,10.0833333333333,"Passenger",FALSE,38.8760330578512,54.8563829787234,0.305851063829787
"51293",20,167,"18:05","22:30",0,4.41666666666667,"Passenger",FALSE,37.811320754717,19.2573099415205,-0.426900584795322
"51294",18,167,"04:30","09:15",0,4.75,"Passenger",FALSE,35.1578947368421,15.1851851851852,-1.11728395061728
"51317",19,91,"15:10","18:15",0,3.08333333333333,"Passenger",FALSE,29.5135135135135,16.8654970760234,0.0760233918128655
"51318",20,91,"11:15","14:15",0,3,"Passenger",FALSE,30.3333333333333,14.1944444444444,0.305555555555556
"51323",6,43,"05:25","06:45",0,1.33333333333333,"Passenger",FALSE,32.25,-0.166666666666667,-0.166666666666667
"51324",16,135,"07:05","10:15",0,3.16666666666667,"Passenger",FALSE,42.6315789473684,15.56875,1.0625
"51325",11,74,"09:40","11:30",0,1.83333333333333,"Passenger",FALSE,40.3636363636364,11.0727272727273,0.5
"51326",16,135,"16:20","19:40",0,3.33333333333333,"Passenger",FALSE,40.5,3.54861111111111,0.0694444444444444
"51327",6,43,"14:35","15:55",0,1.33333333333333,"Passenger",FALSE,32.25,-0.592592592592593,-0.592592592592593
"51347",16,118,"18:45","21:55",0,3.16666666666667,"Passenger",FALSE,37.2631578947368,7.64028776978417,0.0719424460431655
"51348",6,43,"22:15","23:30",0,1.25,"Passenger",FALSE,34.4,0.895833333333333,-0.104166666666667
"51350",11,91,"07:05","08:50",0,1.75,"Passenger",FALSE,52,6.07272727272727,0.390909090909091
"51353",11,74,"20:05","21:53",0,1.8,"Passenger",FALSE,41.1111111111111,15.0888888888889,1.04444444444444
"51401",34,311,"00:30","09:50",0,9.33333333333333,"Passenger",FALSE,33.3214285714286,32.4738562091503,0.258169934640523
"51402",34,311,"21:55","07:35",1,9.66666666666667,"Passenger",FALSE,32.1724137931035,61.6928104575163,1.11111111111111
"51405",23,212,"17:25","23:10",0,5.75,"Passenger",FALSE,36.8695652173913,37.5226130653266,1.02010050251256
"51406",19,212,"06:10","11:30",0,5.33333333333333,"Passenger",FALSE,39.75,21.2824074074074,-0.185185185185185
"51407",7,47,"16:55","18:10",0,1.25,"Passenger",FALSE,37.6,2.25,-0.944444444444444
"51408",6,47,"21:30","22:55",0,1.41666666666667,"Passenger",FALSE,33.1764705882353,0.395833333333333,-1.66666666666667
"51409",43,326,"09:00","19:30",0,10.5,"Passenger",FALSE,31.047619047619,25.2777777777778,-0.113756613756614
"51410",41,326,"04:45","16:25",0,11.6666666666667,"Passenger",FALSE,27.9428571428571,11.8428184281843,-0.138211382113821
"51411",28,228,"14:20","20:50",0,6.5,"Passenger",FALSE,35.0769230769231,44.582995951417,2.28744939271255
"51412",23,208,"07:45","13:55",0,6.16666666666667,"Passenger",FALSE,33.7297297297297,37.7023255813953,0.772093023255814
"51419",31,278,"07:30","15:00",0,7.5,"Passenger",FALSE,37.0666666666667,34.484076433121,0.525477707006369
"51420",26,278,"12:40","20:05",0,7.41666666666667,"Passenger",FALSE,37.4831460674157,13.5454545454545,-0.313131313131313
"51421",83,770,"14:25","10:35",1,20.1666666666667,"Passenger",FALSE,38.1818181818182,63.2216867469879,0.448192771084337
"51422",76,770,"23:40","20:55",1,21.25,"Passenger",FALSE,36.2352941176471,20.8402130492676,0.348868175765646
"51423",15,123,"17:45","20:35",0,2.83333333333333,"Passenger",FALSE,43.4117647058823,59.3125,2.9609375
"51424",15,123,"13:50","17:20",0,3.5,"Passenger",FALSE,35.1428571428571,33.1481481481481,1.23703703703704
"51425",36,438,"07:25","18:20",0,10.9166666666667,"Passenger",FALSE,40.1221374045802,24.5679012345679,-0.833333333333333
"51426",35,438,"20:30","06:15",1,9.75,"Passenger",FALSE,44.9230769230769,19.3410404624277,1.08381502890173
"51427",6,47,"13:48","15:15",0,1.45,"Passenger",FALSE,32.4137931034483,4,-1.46031746031746
"51428",7,47,"10:50","12:05",0,1.25,"Passenger",FALSE,37.6,2.97142857142857,-0.3
"51429",7,54,"20:35","22:20",0,1.75,"Passenger",FALSE,30.8571428571429,5.07142857142857,-1.35714285714286
"51430",9,54,"18:35","20:15",0,1.66666666666667,"Passenger",FALSE,32.4,3.58024691358025,-0.160493827160494
"51431",21,188,"06:10","11:25",0,5.25,"Passenger",FALSE,35.8095238095238,22.7545454545455,-0.122727272727273
"51432",21,188,"11:45","16:25",0,4.66666666666667,"Passenger",FALSE,40.2857142857143,23.3597883597884,0.0793650793650794
"51433",52,534,"13:25","05:00",1,15.5833333333333,"Passenger",FALSE,34.2673796791444,40.9402697495183,0.368015414258189
"51434",52,534,"06:00","23:05",0,17.0833333333333,"Passenger",FALSE,31.2585365853659,13.4238410596026,0.0198675496688742
"51435",19,145,"17:05","21:40",0,4.58333333333333,"Passenger",FALSE,31.6363636363636,34.441717791411,0.245398773006135
"51436",19,145,"04:15","08:35",0,4.33333333333333,"Passenger",FALSE,33.4615384615385,22.5321637426901,0.339181286549708
