"number","total_stations","distance_covered","start_time","end_time","journey_days","journey_time","train_type","is_superfast","average_speed","DelayOverall","DelayDiscreate"
"12279",11,403,"15:20","22:05",0,6.75,"Long Distance",TRUE,59.7037037037037,20.9545454545455,0.909090909090909
"12280",11,403,"07:05","14:10",0,7.08333333333333,"Long Distance",TRUE,56.8941176470588,13.5596330275229,0.256880733944954
"12281",4,1727,"08:10","06:20",1,22.1666666666667,"Long Distance",TRUE,77.9097744360902,41.8333333333333,25
"12282",4,1727,"12:55","10:50",1,21.9166666666667,"Long Distance",TRUE,78.7984790874525,224,53.3333333333333
"12283",10,2943,"23:30","19:40",2,44.1666666666667,"Long Distance",TRUE,66.633962264151,13,-0.454545454545455
"12284",10,2943,"21:35","15:20",2,41.75,"Long Distance",TRUE,70.4910179640719,2.59090909090909,0.590909090909091
"12285",5,1660,"13:10","10:35",1,21.4166666666667,"Long Distance",TRUE,77.5097276264591,9.38888888888889,2.83333333333333
"12286",5,1660,"15:45","14:00",1,22.25,"Long Distance",TRUE,74.6067415730337,27.4444444444444,-0.0555555555555556
"12289",4,837,"20:15","07:20",1,11.0833333333333,"Long Distance",TRUE,75.5187969924812,14.7222222222222,0.555555555555556
"12290",4,837,"20:40","07:55",1,11.25,"Long Distance",TRUE,74.4,1.69444444444444,3.11111111111111
"12291",7,370,"22:45","05:15",1,6.5,"Long Distance",TRUE,56.9230769230769,12.7857142857143,1.07142857142857
"12292",7,370,"23:30","06:00",1,6.5,"Long Distance",TRUE,56.9230769230769,18.1428571428571,0.857142857142857
"12293",5,1348,"17:25","12:35",1,19.1666666666667,"Long Distance",TRUE,70.3304347826087,22.5333333333333,2.66666666666667
"12294",5,1348,"19:30","14:50",1,19.3333333333333,"Long Distance",TRUE,69.7241379310345,5.93333333333333,0.933333333333333
"12295",35,2723,"09:00","09:20",2,48.3333333333333,"Long Distance",TRUE,56.3379310344828,19.8527777777778,0.930555555555556
"12296",36,2723,"19:45","20:20",2,48.5833333333333,"Long Distance",TRUE,56.0480274442539,159.252906976744,2.84302325581395
"12297",3,635,"22:30","07:10",1,8.66666666666667,"Long Distance",TRUE,73.2692307692308,10.1,3.5
"12298",3,635,"21:35","06:15",1,8.66666666666667,"Long Distance",TRUE,73.2692307692308,4.875,-1.25
"12301",8,1447,"16:55","10:00",1,17.0833333333333,"Long Distance",TRUE,84.7024390243902,12,5.80357142857143
"12302",8,1447,"16:55","09:55",1,17,"Long Distance",TRUE,85.1176470588235,30.9464285714286,3.33928571428571
"12303",24,1529,"08:05","07:35",1,23.5,"Long Distance",TRUE,65.063829787234,43.4375,7.22916666666667
"12304",24,1529,"16:15","16:55",1,24.6666666666667,"Long Distance",TRUE,61.9864864864865,125.06993006993,6.41258741258741
"12305",9,1529,"14:05","10:00",1,19.9166666666667,"Long Distance",TRUE,76.7698744769874,10,3.55555555555556
"12306",9,1529,"16:55","12:40",1,19.75,"Long Distance",TRUE,77.4177215189873,21.1666666666667,1.77777777777778
"12307",31,1882,"23:40","08:30",2,32.8333333333333,"Long Distance",TRUE,57.3197969543147,109.692592592593,7.61111111111111
"12308",26,1813,"20:30","04:00",2,31.5,"Long Distance",TRUE,57.5555555555556,57.6190476190476,2.65608465608466
"12309",6,1001,"19:00","07:40",1,12.6666666666667,"Long Distance",TRUE,79.0263157894737,14.3888888888889,7.98148148148148
"12310",6,1001,"17:15","06:10",1,12.9166666666667,"Long Distance",TRUE,77.4967741935484,22.4259259259259,1.48148148148148
"12311",39,1743,"19:40","04:30",2,32.8333333333333,"Long Distance",TRUE,53.0862944162437,72.7769230769231,1.76923076923077
"12312",40,1743,"23:55","07:55",2,32,"Long Distance",TRUE,54.46875,93.5375,4.2375
"12313",8,1453,"16:50","10:25",1,17.5833333333333,"Long Distance",TRUE,82.6350710900474,5.26388888888889,2.70833333333333
"12314",8,1454,"16:25","10:15",1,17.8333333333333,"Long Distance",TRUE,81.5327102803738,14.3888888888889,0.847222222222222
"12315",21,2136,"13:10","03:00",2,37.8333333333333,"Long Distance",TRUE,56.4581497797357,190.568181818182,12.3863636363636
"12316",21,2136,"00:20","15:15",1,38.9166666666667,"Long Distance",TRUE,54.8865096359743,101.590909090909,12.2727272727273
"12317",23,1894,"07:40","17:20",1,33.6666666666667,"Long Distance",TRUE,56.2574257425743,75.8550724637681,4.23188405797101
"12318",23,1894,"05:55","15:10",1,33.25,"Long Distance",TRUE,56.9624060150376,131.5,10.8676470588235
"12319",11,1416,"13:10","12:00",1,22.8333333333333,"Long Distance",TRUE,62.014598540146,53.0833333333333,6.91666666666667
"12320",11,1416,"17:00","17:20",1,24.3333333333333,"Long Distance",TRUE,58.1917808219178,31.4166666666667,3.75
"12321",47,2159,"22:00","11:25",2,37.4166666666667,"Long Distance",TRUE,57.7015590200445,28.2340425531915,0.208510638297872
"12322",49,2159,"21:30","11:45",2,38.25,"Long Distance",TRUE,56.4444444444444,70.8137755102041,1.16581632653061
"12323",9,1434,"18:50","17:00",1,22.1666666666667,"Long Distance",TRUE,64.6917293233083,38.2,25.68
"12324",9,1434,"07:05","06:00",1,22.9166666666667,"Long Distance",TRUE,62.5745454545455,157.518518518519,21.1481481481481
"12325",16,1803,"07:40","16:00",1,32.3333333333333,"Long Distance",TRUE,55.7628865979381,97.1764705882353,10.8823529411765
"12326",16,1803,"07:00","15:15",1,32.25,"Long Distance",TRUE,55.906976744186,3.47058823529412,0
"12327",18,1587,"13:00","18:10",1,29.1666666666667,"Long Distance",TRUE,54.4114285714286,77.5964912280702,4.56140350877193
"12328",18,1587,"22:10","03:15",2,29.0833333333333,"Long Distance",TRUE,54.567335243553,153.131578947368,9.44736842105263
"12329",7,1448,"13:10","12:05",1,22.9166666666667,"Long Distance",TRUE,63.1854545454545,45,19.25
"12330",7,1448,"19:05","17:25",1,22.3333333333333,"Long Distance",TRUE,64.8358208955224,63.125,6.875
"12331",32,2021,"23:55","12:35",2,36.6666666666667,"Long Distance",TRUE,55.1181818181818,328.359550561798,17.3033707865169
"12332",32,2021,"22:45","11:30",2,36.75,"Long Distance",TRUE,54.9931972789116,526.363636363636,21.9917355371901
"12333",28,882,"20:00","12:00",1,16,"Long Distance",TRUE,55.125,30.6965517241379,0.844827586206897
"12334",28,882,"15:40","07:30",1,15.8333333333333,"Long Distance",TRUE,55.7052631578947,64.2038461538462,3.58076923076923
"12335",39,1916,"09:00","20:00",1,35,"Long Distance",TRUE,54.7428571428571,40.3821989528796,0.675392670157068
"12336",38,1916,"08:05","18:30",1,34.4166666666667,"Long Distance",TRUE,55.6707021791768,28.0264900662252,0.774834437086093
"12337",4,146,"10:10","12:25",0,2.25,"Long Distance",TRUE,64.8888888888889,6.15,0.525
"12338",4,146,"13:10","15:40",0,2.5,"Long Distance",TRUE,58.4,5.375,1.475
"12339",13,259,"17:20","21:40",0,4.33333333333333,"Long Distance",TRUE,59.7692307692308,7.22307692307692,-0.115384615384615
"12340",13,259,"05:55","10:25",0,4.5,"Long Distance",TRUE,57.5555555555556,5.10769230769231,0.415384615384615
"12341",7,200,"18:20","21:35",0,3.25,"Long Distance",TRUE,61.5384615384615,7.4,-0.757142857142857
"12342",7,200,"05:30","08:45",0,3.25,"Long Distance",TRUE,61.5384615384615,2.45714285714286,0.0857142857142857
"12343",12,624,"22:05","16:30",1,18.4166666666667,"Long Distance",TRUE,33.8823529411765,11.4038461538462,10.1153846153846
"12344",12,624,"17:00","06:00",1,13,"Long Distance",TRUE,48,9.51666666666667,0.85
"12345",13,1020,"15:50","09:35",1,17.75,"Long Distance",TRUE,57.4647887323944,28.8538461538462,5.18461538461538
"12346",13,1020,"12:30","05:10",1,16.6666666666667,"Long Distance",TRUE,61.2,8.96153846153846,0.576923076923077
"12347",9,207,"11:55","15:35",0,3.66666666666667,"Long Distance",TRUE,56.4545454545455,22.3555555555556,0.833333333333333
"12348",9,207,"16:35","20:15",0,3.66666666666667,"Long Distance",TRUE,56.4545454545455,15.2022471910112,0.775280898876405
"12349",11,1219,"17:30","13:00",1,19.5,"Long Distance",TRUE,62.5128205128205,124,37.0833333333333
"12350",11,1219,"23:45","20:00",1,20.25,"Long Distance",TRUE,60.1975308641975,124,55
"12351",23,529,"20:35","06:30",1,9.91666666666667,"Long Distance",TRUE,53.3445378151261,12.9956331877729,0.122270742358079
"12352",23,529,"21:10","06:35",1,9.41666666666667,"Long Distance",TRUE,56.1769911504425,16.0217391304348,0.456521739130435
"12353",16,1344,"08:15","08:40",1,24.4166666666667,"Long Distance",TRUE,55.0443686006826,66.0555555555556,9.44444444444444
"12354",17,1344,"18:35","18:55",1,24.3333333333333,"Long Distance",TRUE,55.2328767123288,47.2352941176471,4
"12355",19,1515,"07:05","10:30",1,27.4166666666667,"Long Distance",TRUE,55.258358662614,811,80.9761904761905
"12356",19,1515,"20:10","23:05",1,26.9166666666667,"Long Distance",TRUE,56.2848297213622,534.5,198.5
"12357",14,1812,"12:20","17:20",1,29,"Long Distance",TRUE,62.4827586206897,59.625,10.95
"12358",14,1812,"05:55","11:20",1,29.4166666666667,"Long Distance",TRUE,61.5977337110482,185.076923076923,26.3076923076923
"12359",13,534,"20:05","05:30",1,9.41666666666667,"Long Distance",TRUE,56.7079646017699,13.3846153846154,0.653846153846154
"12360",13,534,"20:05","05:15",1,9.16666666666667,"Long Distance",TRUE,58.2545454545455,7.86153846153846,0.430769230769231
"12361",19,2042,"19:45","06:15",2,34.5,"Long Distance",TRUE,59.1884057971015,96,6.73684210526316
"12362",19,2042,"11:05","23:15",1,36.1666666666667,"Long Distance",TRUE,56.4608294930876,5.29411764705882,-0.352941176470588
"12363",11,620,"09:05","20:25",0,11.3333333333333,"Long Distance",TRUE,54.7058823529412,20.3076923076923,3.51282051282051
"12364",11,620,"08:30","19:40",0,11.1666666666667,"Long Distance",TRUE,55.5223880597015,7.96969696969697,1.06060606060606
"12365",12,411,"06:00","13:55",0,7.91666666666667,"Long Distance",TRUE,51.9157894736842,4.325,0.25
"12366",12,411,"14:25","22:15",0,7.83333333333333,"Long Distance",TRUE,52.468085106383,5.325,-0.216666666666667
"12367",19,1205,"11:15","08:00",1,20.75,"Long Distance",TRUE,58.0722891566265,24.7619047619048,8.09523809523809
"12368",19,1205,"14:40","12:25",1,21.75,"Long Distance",TRUE,55.4022988505747,172.183783783784,9.63243243243243
"12369",17,1536,"13:00","16:05",1,27.0833333333333,"Long Distance",TRUE,56.7138461538462,111.214953271028,5.88785046728972
"12370",17,1536,"23:55","03:15",2,27.3333333333333,"Long Distance",TRUE,56.1951219512195,106.849206349206,9.68253968253968
"12371",29,2245,"08:15","23:40",1,39.4166666666667,"Long Distance",TRUE,56.9556025369979,32.5769230769231,0.961538461538462
"12372",29,2245,"01:10","16:30",1,39.3333333333333,"Long Distance",TRUE,57.0762711864407,59.1034482758621,3.31034482758621
"12373",7,213,"09:05","12:45",0,3.66666666666667,"Long Distance",TRUE,58.0909090909091,15.28125,3.78125
"12374",7,213,"11:00","14:40",0,3.66666666666667,"Long Distance",TRUE,58.0909090909091,5.91428571428571,0.171428571428571
"12375",27,1732,"14:40","21:55",1,31.25,"Long Distance",TRUE,55.424,11.7692307692308,-0.0961538461538462
"12376",27,1732,"16:00","22:45",1,30.75,"Long Distance",TRUE,56.3252032520325,21.6153846153846,0.307692307692308
"12377",7,567,"23:15","09:15",1,10,"Long Distance",TRUE,56.7,28.3375,7.9
"12378",7,567,"21:00","06:45",1,9.75,"Long Distance",TRUE,58.1538461538462,26.4897959183673,2.74489795918367
"12379",13,1894,"13:10","19:45",1,30.5833333333333,"Long Distance",TRUE,61.9291553133515,69.5,24.5
"12380",13,1894,"10:55","17:25",1,30.5,"Long Distance",TRUE,62.0983606557377,229.461538461538,26.7692307692308
"12381",21,1446,"08:15","07:35",1,23.3333333333333,"Long Distance",TRUE,61.9714285714286,41.9090909090909,8.88636363636364
"12382",21,1446,"16:15","16:55",1,24.6666666666667,"Long Distance",TRUE,58.6216216216216,57,1.53030303030303
"12383",9,220,"17:00","20:55",0,3.91666666666667,"Long Distance",TRUE,56.1702127659575,2.44444444444444,0.0617283950617284
"12384",9,220,"06:45","10:40",0,3.91666666666667,"Long Distance",TRUE,56.1702127659575,1.87179487179487,0.576923076923077
"12389",16,2344,"05:45","20:30",1,38.75,"Long Distance",TRUE,60.4903225806452,30.78125,0.3125
"12390",16,2344,"07:00","21:40",1,38.6666666666667,"Long Distance",TRUE,60.6206896551724,NA,NA
"12391",33,1103,"08:10","05:10",1,21,"Long Distance",TRUE,52.5238095238095,78.993265993266,6.97306397306397
"12392",33,1103,"13:10","10:10",1,21,"Long Distance",TRUE,52.5238095238095,128.221088435374,6.7312925170068
"12393",3,1001,"17:35","07:50",1,14.25,"Long Distance",TRUE,70.2456140350877,43.02,25.84
"12394",3,1001,"17:25","07:35",1,14.1666666666667,"Long Distance",TRUE,70.6588235294118,24.24,4.2
"12395",15,1305,"18:45","15:10",1,20.4166666666667,"Long Distance",TRUE,63.9183673469388,123.533333333333,13.2666666666667
"12396",15,1305,"23:55","23:05",1,23.1666666666667,"Long Distance",TRUE,56.3309352517986,21.7,11.2
"12397",15,989,"14:20","05:00",1,14.6666666666667,"Long Distance",TRUE,67.4318181818182,57.6333333333333,10.8933333333333
"12398",15,989,"12:10","05:25",1,17.25,"Long Distance",TRUE,57.3333333333333,109.355555555556,8.34074074074074
"12401",28,1063,"16:10","11:50",1,19.6666666666667,"Long Distance",TRUE,54.0508474576271,261.508960573477,12.4444444444444
"12402",28,1063,"20:00","13:55",1,17.9166666666667,"Long Distance",TRUE,59.3302325581395,132.028571428571,7.17857142857143
"12403",14,780,"23:30","12:50",1,13.3333333333333,"Long Distance",TRUE,58.5,101.765100671141,8.63087248322148
"12404",14,780,"15:20","04:55",1,13.5833333333333,"Long Distance",TRUE,57.4233128834356,94.6486486486486,11.472972972973
"12405",29,1476,"05:40","07:20",1,25.6666666666667,"Long Distance",TRUE,57.5064935064935,20.5833333333333,0.714285714285714
"12406",28,1476,"15:20","15:50",1,24.5,"Long Distance",TRUE,60.2448979591837,68.4196428571429,1.36607142857143
"12409",35,1626,"03:30","07:20",1,27.8333333333333,"Long Distance",TRUE,58.4191616766467,31.436974789916,1.12605042016807
"12410",34,1626,"15:20","19:05",1,27.75,"Long Distance",TRUE,58.5945945945946,71.248730964467,2.7005076142132
"12411",8,248,"07:00","11:35",0,4.58333333333333,"Long Distance",TRUE,54.1090909090909,25.6125,2.7125
"12412",8,248,"17:30","21:55",0,4.41666666666667,"Long Distance",TRUE,56.1509433962264,5.53333333333333,0
"12413",21,1017,"14:05","08:10",1,18.0833333333333,"Long Distance",TRUE,56.2396313364055,54.6857142857143,2.80952380952381
"12414",22,1017,"18:10","12:20",1,18.1666666666667,"Long Distance",TRUE,55.9816513761468,25.5681818181818,1.18636363636364
"12415",23,830,"16:00","06:50",1,14.8333333333333,"Long Distance",TRUE,55.9550561797753,9.73043478260869,0.365217391304348
"12416",22,830,"21:10","12:00",1,14.8333333333333,"Long Distance",TRUE,55.9550561797753,9.48858447488584,0.0365296803652968
"12417",6,634,"21:30","07:05",1,9.58333333333333,"Long Distance",TRUE,66.1565217391304,25.3333333333333,3.75
"12418",7,634,"21:20","06:50",1,9.5,"Long Distance",TRUE,66.7368421052632,33.6323529411765,7.67647058823529
"12419",16,513,"06:00","14:55",0,8.91666666666667,"Long Distance",TRUE,57.5327102803738,106.375,9.3625
"12420",16,513,"12:25","21:25",0,9,"Long Distance",TRUE,57,42.1698113207547,4.42138364779874
"12421",23,1941,"11:00","22:05",1,35.0833333333333,"Long Distance",TRUE,55.3254156769596,11.1052631578947,2.36842105263158
"12422",23,1941,"14:30","23:45",1,33.25,"Long Distance",TRUE,58.3759398496241,75.1578947368421,4.73684210526316
"12423",20,2438,"20:35","10:15",2,37.6666666666667,"Long Distance",TRUE,64.7256637168142,13.0727272727273,1.63181818181818
"12424",20,2438,"13:55","04:55",2,39,"Long Distance",TRUE,62.5128205128205,47.5616438356164,1.53881278538813
"12425",5,577,"20:40","05:45",1,9.08333333333333,"Long Distance",TRUE,63.5229357798165,14.22,0.3
"12426",5,577,"19:40","05:00",1,9.33333333333333,"Long Distance",TRUE,61.8214285714286,13.96,1.16
"12427",11,848,"16:00","06:35",1,14.5833333333333,"Long Distance",TRUE,58.1485714285714,19.4916666666667,1.29166666666667
"12428",12,848,"21:15","11:00",1,13.75,"Long Distance",TRUE,61.6727272727273,42.8615384615385,2.8
"12429",5,493,"23:30","07:25",1,7.91666666666667,"Long Distance",TRUE,62.2736842105263,8.82222222222222,1.33333333333333
"12430",5,493,"23:25","07:30",1,8.08333333333333,"Long Distance",TRUE,60.9896907216495,6.26666666666667,1.06666666666667
"12431",19,3149,"19:15","12:40",2,41.4166666666667,"Long Distance",TRUE,76.0321931589537,27.8815789473684,-0.276315789473684
"12432",19,3149,"10:55","04:55",2,42,"Long Distance",TRUE,74.9761904761905,23.719298245614,1.14035087719298
"12433",9,2175,"06:10","10:25",1,28.25,"Long Distance",TRUE,76.9911504424779,9.225,1.95
"12434",9,2175,"15:55","20:15",1,28.3333333333333,"Long Distance",TRUE,76.7647058823529,58.0714285714286,6.42857142857143
"12435",25,2459,"19:20","13:55",2,42.5833333333333,"Long Distance",TRUE,57.7455968688845,5.29487179487179,0.346153846153846
"12436",25,2459,"09:25","06:15",2,44.8333333333333,"Long Distance",TRUE,54.8475836431227,22.1923076923077,0.192307692307692
"12437",6,1660,"12:45","10:25",1,21.6666666666667,"Long Distance",TRUE,76.6153846153846,2,2.14285714285714
"12438",6,1660,"15:55","14:00",1,22.0833333333333,"Long Distance",TRUE,75.1698113207547,-2.57142857142857,-4.28571428571429
"12439",8,1305,"17:55","10:50",1,16.9166666666667,"Long Distance",TRUE,77.1428571428571,46.2916666666667,10.9583333333333
"12440",8,1305,"16:05","09:10",1,17.0833333333333,"Long Distance",TRUE,76.390243902439,146.5625,21.6875
"12441",10,1501,"14:00","10:45",1,20.75,"Long Distance",TRUE,72.3373493975904,10.25,1
"12442",10,1501,"15:45","12:00",1,20.25,"Long Distance",TRUE,74.1234567901235,42.3333333333333,6.9
"12443",12,1576,"08:30","11:50",1,27.3333333333333,"Long Distance",TRUE,57.6585365853659,51.6923076923077,15.3846153846154
"12444",12,1576,"19:10","20:30",1,25.3333333333333,"Long Distance",TRUE,62.2105263157895,184,37.125
"12445",11,655,"20:50","08:40",1,11.8333333333333,"Long Distance",TRUE,55.3521126760563,30.3363636363636,1.27272727272727
"12446",11,655,"19:10","06:50",1,11.6666666666667,"Long Distance",TRUE,56.1428571428571,26.3727272727273,3.50909090909091
"12447",12,695,"17:05","05:25",1,12.3333333333333,"Long Distance",TRUE,56.3513513513513,26.8166666666667,3.23333333333333
"12448",14,695,"20:10","06:35",1,10.4166666666667,"Long Distance",TRUE,66.72,43.0336134453782,1.53781512605042
"12449",14,2367,"11:20","23:45",1,36.4166666666667,"Long Distance",TRUE,64.9977116704806,41.695652173913,2.52173913043478
"12450",14,2367,"01:30","14:45",1,37.25,"Long Distance",TRUE,63.5436241610738,35.4878048780488,6.02439024390244
"12451",3,440,"23:45","06:30",1,6.75,"Long Distance",TRUE,65.1851851851852,6.83333333333333,-0.9
"12452",3,440,"23:55","06:30",1,6.58333333333333,"Long Distance",TRUE,66.8354430379747,23.8846153846154,6.34615384615385
"12453",6,1341,"17:10","10:50",1,17.6666666666667,"Long Distance",TRUE,75.9056603773585,14.6666666666667,5.23809523809524
"12454",6,1341,"16:05","10:45",1,18.6666666666667,"Long Distance",TRUE,71.8392857142857,2.0952380952381,-1.76190476190476
"12455",21,805,"22:45","13:15",1,14.5,"Long Distance",TRUE,55.5172413793103,34.3862433862434,0.291005291005291
"12456",21,805,"16:45","07:20",1,14.5833333333333,"Long Distance",TRUE,55.2,7.94886363636364,0.971590909090909
"12457",14,458,"23:35","07:30",1,7.91666666666667,"Long Distance",TRUE,57.8526315789474,14.8650793650794,-0.468253968253968
"12458",14,458,"22:20","06:10",1,7.83333333333333,"Long Distance",TRUE,58.468085106383,4.42028985507246,0.210144927536232
"12459",15,448,"13:40","21:45",0,8.08333333333333,"Long Distance",TRUE,55.4226804123711,143.601351351351,10.2905405405405
"12460",17,448,"06:15","14:15",0,8,"Long Distance",TRUE,56,175.552941176471,11.4058823529412
"12461",18,617,"21:15","07:46",1,10.5166666666667,"Long Distance",TRUE,58.6687797147385,18.6555555555556,0.905555555555556
"12462",16,620,"20:00","06:45",1,10.75,"Long Distance",TRUE,57.6744186046512,10.78125,0.58125
"12463",12,685,"22:25","10:45",1,12.3333333333333,"Long Distance",TRUE,55.5405405405405,11.675,0.875
"12464",7,616,"20:35","05:35",1,9,"Long Distance",TRUE,68.4444444444444,14.0625,-0.3125
"12465",27,911,"06:00","22:15",0,16.25,"Long Distance",TRUE,56.0615384615385,15.0931034482759,0.5
"12466",27,911,"06:10","22:40",0,16.5,"Long Distance",TRUE,55.2121212121212,25.6,0.103448275862069
"12467",15,382,"06:00","12:35",0,6.58333333333333,"Long Distance",TRUE,58.0253164556962,12.6901408450704,0.950704225352113
"12468",15,382,"16:15","22:50",0,6.58333333333333,"Long Distance",TRUE,58.0253164556962,12.1981132075472,0.212264150943396
"12469",14,1026,"17:15","11:50",1,18.5833333333333,"Long Distance",TRUE,55.2107623318386,109.536585365854,13.1707317073171
"12470",14,1026,"20:10","14:50",1,18.6666666666667,"Long Distance",TRUE,54.9642857142857,56.0357142857143,5
"12471",26,2028,"07:55","17:10",1,33.25,"Long Distance",TRUE,60.9924812030075,24.6774193548387,1.32258064516129
"12472",26,2028,"09:10","18:05",1,32.9166666666667,"Long Distance",TRUE,61.6101265822785,19.7612903225806,0.625806451612903
"12473",26,1747,"11:30","17:10",1,29.6666666666667,"Long Distance",TRUE,58.8876404494382,17.78,0.4
"12474",25,1747,"09:10","14:15",1,29.0833333333333,"Long Distance",TRUE,60.0687679083095,11.84,0.6
"12475",31,2070,"05:20","17:10",1,35.8333333333333,"Long Distance",TRUE,57.7674418604651,27.3870967741935,0.483870967741935
"12476",31,2070,"09:10","20:50",1,35.6666666666667,"Long Distance",TRUE,58.0373831775701,24.7666666666667,1
"12477",31,2078,"05:05","17:10",1,36.0833333333333,"Long Distance",TRUE,57.5889145496536,NA,NA
"12478",31,2078,"09:10","21:00",1,35.8333333333333,"Long Distance",TRUE,57.9906976744186,44.9354838709677,0.758064516129032
"12479",17,935,"18:45","11:35",1,16.8333333333333,"Long Distance",TRUE,55.5445544554455,10.1529411764706,-0.3
"12480",17,931,"13:30","06:33",1,17.05,"Long Distance",TRUE,54.6041055718475,6.87058823529412,0.441176470588235
"12481",15,424,"13:10","20:40",0,7.5,"Long Distance",TRUE,56.5333333333333,54.2333333333333,4.6
"12482",15,424,"05:45","13:35",0,7.83333333333333,"Long Distance",TRUE,54.1276595744681,3.01333333333333,0.873333333333333
"12483",26,3597,"09:20","19:45",2,58.4166666666667,"Long Distance",TRUE,61.5748930099857,43.5384615384615,3.23076923076923
"12484",26,3597,"05:55","15:15",2,57.3333333333333,"Long Distance",TRUE,62.7383720930233,69.2962962962963,1.37037037037037
"12485",26,1965,"11:00","22:30",1,35.5,"Long Distance",TRUE,55.3521126760563,32.9895833333333,2.58333333333333
"12486",26,1965,"14:45","23:45",1,33,"Long Distance",TRUE,59.5454545454545,21.1538461538462,1.78632478632479
"12487",18,1383,"20:00","21:00",1,25,"Long Distance",TRUE,55.32,58.1111111111111,17.2222222222222
"12488",25,1383,"07:30","08:20",1,24.8333333333333,"Long Distance",TRUE,55.6912751677852,310.550802139037,22.5454545454545
"12489",22,1245,"13:40","12:00",1,22.3333333333333,"Long Distance",TRUE,55.7462686567164,12.5,0.227272727272727
"12490",22,1245,"14:35","13:10",1,22.5833333333333,"Long Distance",TRUE,55.1291512915129,16.0151515151515,0.454545454545455
"12491",21,1613,"05:00","11:50",1,30.8333333333333,"Long Distance",TRUE,52.3135135135135,270,18.1818181818182
"12492",22,1613,"20:10","02:10",2,30,"Long Distance",TRUE,53.7666666666667,125.586956521739,8.43478260869565
"12495",20,1885,"05:20","13:15",1,31.9166666666667,"Long Distance",TRUE,59.0600522193211,84.95,6.9
"12496",20,1885,"22:45","05:50",2,31.0833333333333,"Long Distance",TRUE,60.6434316353887,148.325,11.875
"12497",12,448,"06:40","14:20",0,7.66666666666667,"Long Distance",TRUE,58.4347826086956,196.529914529915,17.1367521367521
"12498",13,448,"15:10","22:50",0,7.66666666666667,"Long Distance",TRUE,58.4347826086956,261.36974789916,23.3529411764706
"12501",8,1974,"06:15","13:00",1,30.75,"Long Distance",TRUE,64.1951219512195,94.0333333333333,38.8666666666667
"12502",12,2354,"23:45","19:55",2,44.1666666666667,"Long Distance",TRUE,53.2981132075472,268.8,30.5
"12505",29,1866,"09:45","19:20",1,33.5833333333333,"Long Distance",TRUE,55.5632754342432,55.8254545454545,9.45818181818182
"12506",28,1866,"06:45","16:50",1,34.0833333333333,"Long Distance",TRUE,54.7481662591687,236.373134328358,12.3320895522388
"12507",52,3552,"17:00","08:15",3,63.25,"Long Distance",TRUE,56.1581027667984,52.9230769230769,4.03846153846154
"12508",50,3552,"06:20","22:35",2,64.25,"Long Distance",TRUE,55.284046692607,30.6354166666667,1.07291666666667
"12509",41,2988,"23:40","06:00",3,54.3333333333333,"Long Distance",TRUE,54.9938650306748,24.1349206349206,0.714285714285714
"12510",41,2988,"06:20","11:40",2,53.3333333333333,"Long Distance",TRUE,56.025,9.60975609756098,-0.48780487804878
"12511",61,3253,"06:35","17:15",2,58.6666666666667,"Long Distance",TRUE,55.4488636363636,71.8155737704918,0.684426229508197
"12512",60,3253,"06:10","15:20",2,57.1666666666667,"Long Distance",TRUE,56.9037900874636,30.7,0.666666666666667
"12513",31,2551,"07:30","06:00",2,46.5,"Long Distance",TRUE,54.8602150537634,6.61290322580645,-1.12903225806452
"12514",30,2551,"06:20","04:20",2,46,"Long Distance",TRUE,55.4565217391304,25.5254237288136,0.220338983050847
"12515",50,3552,"12:40","05:40",3,65,"Long Distance",TRUE,54.6461538461538,14.7843137254902,0.294117647058824
"12516",50,3552,"06:20","22:35",2,64.25,"Long Distance",TRUE,55.284046692607,22.34,0.16
"12517",14,1027,"21:40","15:40",1,18,"Long Distance",TRUE,57.0555555555556,84.8780487804878,11.9024390243902
"12518",14,1027,"21:00","15:00",1,18,"Long Distance",TRUE,57.0555555555556,42.0238095238095,2.14285714285714
"12519",26,2587,"07:50","04:25",2,44.5833333333333,"Long Distance",TRUE,58.0261682242991,NA,NA
"12520",26,2587,"20:55","17:30",2,44.5833333333333,"Long Distance",TRUE,58.0261682242991,89.1851851851852,3.48148148148148
"12521",63,3441,"23:00","13:00",3,62,"Long Distance",TRUE,55.5,60.9523809523809,1.23809523809524
"12522",62,3441,"10:15","22:50",2,60.5833333333333,"Long Distance",TRUE,56.7977991746905,45.7368421052632,1.53508771929825
"12523",18,1500,"08:15","12:10",1,27.9166666666667,"Long Distance",TRUE,53.7313432835821,64.2222222222222,4.81481481481481
"12524",18,1500,"15:05","18:35",1,27.5,"Long Distance",TRUE,54.5454545454545,133.970588235294,14.9705882352941
"12525",23,1583,"21:40","02:25",2,28.75,"Long Distance",TRUE,55.0608695652174,17.8260869565217,0
"12526",23,1583,"10:20","15:00",1,28.6666666666667,"Long Distance",TRUE,55.2209302325581,54.1739130434783,2.17391304347826
"12529",10,522,"15:00","23:59",0,8.98333333333333,"Long Distance",TRUE,58.1076066790353,21.1470588235294,5.47058823529412
"12530",10,522,"05:00","14:30",0,9.5,"Long Distance",TRUE,54.9473684210526,6.6,0.48
"12531",12,279,"06:05","11:05",0,5,"Long Distance",TRUE,55.8,12.1481481481481,1.90740740740741
