"code","lat","lng","state","fullname","Pin_code","stops","DelayOverall","DelayDiscreate"
"DURG",21.1928238,81.282749,"Chhattisgarh","DURG",491001,149,15.4531680440771,-2.3168044077135
"DUSI",18.3704552,83.8580709,"Andhra Pradesh","DUSI",532484,6,27.3076923076923,1.73076923076923
"DUT",27.5737592,95.5561101,"Assam","DUM DUMA TOWN",786151,2,NA,NA
"DUU",15.7428602,78.0130556,"Andhra Pradesh","DUPADU",518002,8,47.6901408450704,0.507042253521127
"DV",22.711327,70.935609,"Gujarat","DHUVA",363621,NA,NA,NA
"DVA",20.7735684,71.041791,"Gujarat","DELVADA",362510,4,0,0
"DVD",17.7030756,83.1509966,"Andhra Pradesh","DUVVADA",530046,85,12.2663316582915,-7.99497487437186
"DVG",14.4678953,75.9195134,"Karnataka","DAVANGERE",577001,59,22.8571428571429,4.88721804511278
"DVGM",23.93851,71.592196,"Gujarat","DEVGAM",385340,2,23.4,-0.65
"DVJ",25.4328623,87.7787161,"Bihar","DILLI DEWAN GANJ",854116,6,41.38,7.72
"DVL",19.8971359,73.8367584,"Maharashtra","DEVLALI",422401,44,35.9507692307692,3.08615384615385
"DVM",22.5057082,86.5530814,"Jharkhand","DALBHUMGARH",832302,17,10.0779220779221,0.603896103896104
"DVN",19.2741522,77.6901613,"Maharashtra","DEVTHANA",431713,4,20.8918918918919,0.675675675675676
"DVR",13.817936,79.948453,"Andhra Pradesh","DORAVART CHTRAM",524126,7,32.5072463768116,1.57971014492754
"DWA",24.7799146,78.3930456,"Uttar Pradesh","DAILWARA",NA,6,91.0178571428571,18.4285714285714
"DWD",21.3533806,74.1625075,"Maharashtra","DHEKVAD",425412,5,23.6571428571429,-1.6
"DWG",23.429444,77.5925667,"Madhya Pradesh","DEWANGANJ",464651,7,49.2608695652174,1.05797101449275
"DWI",25.418005,80.4127765,"Uttar Pradesh","DINGWAHI",210120,6,51.6727272727273,1.76363636363636
"DWJ",26.3277923,82.1087641,"Uttar Pradesh","DWARKAGANJ",228125,4,29.1842105263158,1.86842105263158
"DWK",28.6149511,77.0227117,"Delhi","DWARKA",110078,32,26.584,1.416
"DWL",25.497264,74.581812,"Rajasthan","DHUWALA",311026,2,19.55,1.35
"DWLE",25.0106263,86.9935321,"Bihar","DHAUNI",813107,12,5.05660377358491,-0.0377358490566038
"DWNA",29.3183031,76.979506,"Haryana","DIWANA",132106,21,19.372972972973,2.98918918918919
"DWO",30.1758904,78.1222781,"Uttarakhand","DOIWALA",248140,12,34.6260869565217,1.41739130434783
"DWP",16.927201,81.9226184,"Andhra Pradesh","DWARAPUDI",533341,30,52.4075630252101,2.72268907563025
"DWR",15.440901,75.004349,"Karnataka","DHARWAR",580007,61,18.0105633802817,0.887323943661972
"DWT",26.2356047,89.4826574,"West Bengal","DEWAN HAT",736134,4,NA,NA
"DWV",17.8552102,73.4184815,"Maharashtra","DIWAN KHAVATI",415640,4,54.1388888888889,5.55555555555556
"DWX",22.9778032,76.0513388,"Madhya Pradesh","DEWAS",455001,68,27.2201591511936,10.315649867374
"DWZ",18.9081665,81.3548944,"Chhattisgarh","DANTEWARA",494449,2,55.9333333333333,4.2
"DXD",25.1957364,76.0263619,"Rajasthan","DIGOD",325201,6,28.2962962962963,4.74074074074074
"DXG",21.0063238,75.2860031,"Maharashtra","DHARANGAON",425105,11,14.4487179487179,4.79487179487179
"DXH",28.7301853,77.4801457,"Uttar Pradesh","DUHAI",201206,14,63.1209677419355,0.830645161290323
"DXK",26.9493013,77.5344229,"Rajasthan","DHANA KHERLI",321404,8,59.0789473684211,3.93421052631579
"DXN",24.2088369,83.216562,"Uttar Pradesh","DUDDHINAGAR",231208,13,49.7105263157895,2.5
"DXR",22.7136184,71.5024715,"Gujarat","DIGSAR",363040,6,26.52,0.54
"DXU",26.0906568,80.1753688,"Uttar Pradesh","DUHRU",209206,4,48.2352941176471,8.64705882352941
"DY",26.8643465,77.2337795,"Rajasthan","DUMARIYA",321411,8,40.88,7.10666666666667
"DYD",26.8619464,81.550644,"Uttar Pradesh","DARYABAD",225403,25,113.578947368421,2.13157894736842
"DYE",17.4566336,78.5317621,"Telangana","DAYANAND NAGAR",500047,8,34.9253731343284,1.94029850746269
"DYK",28.44978,80.2123747,"Uttar Pradesh","DUDHIA KHURD",262122,12,17,0.703703703703704
"DYP",26.1824383,81.2482694,"Uttar Pradesh","DARYAPUR",229405,14,26.6940298507463,6.26865671641791
"DYU",28.6018552,79.8825681,"Uttar Pradesh","DIYURI",262001,8,15.9782608695652,0.130434782608696
"DZA",31.8084276,75.6578707,"Punjab","DASUYA",144205,29,56.8352941176471,0.229411764705882
"DZB",28.2907869,76.3917053,"Haryana","DAHINA ZAINABAD",123411,8,12.9733333333333,0.986666666666667
"DZL",28.7499936,76.1666788,"Haryana","DHANA LADANPUR",127021,7,19.6969696969697,10.4848484848485
"DZP",30.1530611,77.1960521,"Haryana","DARAZPUR",135106,14,38.4014598540146,-0.605839416058394
"ED",11.3279279,77.7260302,"Tamil Nadu","ERODE JN",638002,178,18.0568828213879,-4.70307167235495
"EDD",15.329676,77.5910282,"Andhra Pradesh","EDDULADODDI",518390,10,55.4044943820225,3.35955056179775
"EDU",10.516189,78.056531,"Tamil Nadu","ERIODU",624702,4,12.55,-1.6
"EE",16.7178018,81.1197799,"Andhra Pradesh","ELURU",534005,121,47.9262589928058,8.54676258992806
"EGT",13.1070193,79.8845451,"Tamil Nadu","EGATTUR HALT",631203,2,16.1,-0.3
"EGU",15.8928605,77.2553712,"Andhra Pradesh","IRANAGALLU",518313,4,38,2.74285714285714
"EKC",25.2279142,87.2143942,"Bihar","EKCHARI",813204,20,59.1695906432749,5.8187134502924
"EKI",25.1677001,88.0993872,"West Bengal","EKLAKHI",732102,16,41.2727272727273,6.02727272727273
"EKL",26.7660739,79.1187774,"Uttar Pradesh","EKDIL",206126,6,70.75,30.0166666666667
"EKM",13.3185621,79.5732502,"Andhra Pradesh","EKAMBARAKUPPAN HALT",517590,18,20.6901408450704,-2
"EKMA",25.9666788,84.5363752,"Bihar","EKMA",841208,22,55.7980295566502,2.39901477832512
"EKN",8.9805342,76.7206621,"Kerala","EZHUKONE",691505,14,13.0846153846154,0.438461538461538
"EKR",25.2223968,85.2323785,"Bihar","EKANGARSARAI",801301,10,62.2065217391304,24.6739130434783
"EL",10.8796264,78.5738479,"Tamil Nadu","ELAMANUR",639115,4,16.7105263157895,1.18421052631579
"ELM",12.069133,75.230759,"Kerala","ELIMALA",670309,8,24.6,0.92
"ELR",13.4583387,80.1157379,"Tamil Nadu","ELAVUR",601201,4,28.3333333333333,1.33333333333333
"EN",23.288801,72.486736,"Gujarat","ISAND",382721,2,64.7,3
"ENR",13.2175983,80.3215718,"Tamil Nadu","ENNORE",600057,4,27.025641025641,4.35897435897436
"ERC",25.8207423,79.0355039,"Uttar Pradesh","ERICH ROAD",284306,4,113,7.21052631578947
"ERL",8.2130708,77.3085699,"Tamil Nadu","ERANIEL",629802,24,21.2398190045249,4.51131221719457
"ERN",9.9914732,76.2860448,"Kerala","ERNAKULAM TOWN",682018,95,35.7952755905512,-1.46653543307087
"ERS",9.9685857,76.2892654,"Kerala","ERNAKULAM JN",NA,133,18.9612299465241,-10.846256684492
"ESV",15.6952479,77.1761656,"Andhra Pradesh","ISIVI",518302,4,35.5142857142857,-0.857142857142857
"ET",22.6082196,77.7670225,"Madhya Pradesh","ITARSI JN",461122,274,29.6204379562044,-11.2883211678832
"ETAH",27.5720283,78.6542773,"Uttar Pradesh","ETAH",207001,5,0,0
"ETK",11.8062579,75.4439772,"Kerala","ETAKKOT",670663,8,24.4583333333333,0.916666666666667
"ETM",9.6765442,76.5453912,"Kerala","ETTUMANUR",686562,18,40.1796407185629,7.84431137724551
"ETMD",10.8984256,76.8955604,"Tamil Nadu","ETTIMADAI",641112,14,16.1869918699187,4.01626016260163
"ETP",11.6509334,78.4682393,"Tamil Nadu","ETTAPUR ROAD",636119,4,23.9411764705882,0.617647058823529
"ETR",11.3463524,75.7411784,"Kerala","ELATTUR",673303,8,31.8472222222222,1.58333333333333
"ETUE",27.2217338,78.1982102,"Uttar Pradesh","ETMADPUR",283202,6,85.9818181818182,15.1818181818182
"ETW",26.7867033,79.0214736,"Uttar Pradesh","ETAWAH",206001,78,92.1736526946108,12.3253493013972
"EVA",8.7793243,76.6793955,"Kerala","EDAVAI",695311,8,26.2608695652174,0.0289855072463768
"EZP",9.8199075,76.3020241,"Kerala","EZHUPPUNNA",688537,8,47.2222222222222,4.40277777777778
"FA",25.2354337,73.2346074,"Rajasthan","FALNA",306116,78,50.1501597444089,4.12140575079872
"FAN",24.8181435,74.0957248,"Rajasthan","FATEHNAGAR",313205,14,9.18965517241379,1.99137931034483
"FAR",27.3347978,77.7440457,"Uttar Pradesh","FARAH",281122,6,62.5454545454545,3.29090909090909
"FBG",26.2993116,87.2621437,"Bihar","FORBESGANJ",854318,18,45.9794520547945,0.397260273972603
"FD",26.7686913,82.1357189,"Uttar Pradesh","FAIZABAD JN",224001,75,88.0053619302949,2.23860589812332
"FDB",28.410739,77.3073798,"Haryana","FARIDABAD",121003,114,33.0612980769231,-0.0841346153846154
"FDK",30.6831578,74.7620518,"Punjab","FARIDKOT",151203,22,23.953216374269,1.21637426900585
"FDN",28.3766075,77.3095572,"Haryana","FARIDABAD NW TN",121001,49,34.5801687763713,1.4535864978903
"FGCN",31.8625232,74.9532044,"Punjab","FETEHGARH CHURN",143602,8,0,0
"FGH",28.6508839,76.2406295,"Haryana","FATEHGARH HRYNA",127309,7,21.9545454545455,1.86363636363636
"FGR",27.3700608,79.6209523,"Uttar Pradesh","FATEHGARH",209601,19,30.9217391304348,-1.66086956521739
"FGSB",30.6512304,76.3885977,"Punjab","FATEHGARH SAHIB",140407,10,30.4795918367347,2.58163265306122
"FHT",27.3184757,77.7582168,"Uttar Pradesh","FARAH TOWN",281122,8,70.8783783783784,3.2027027027027
"FK",11.1749322,75.8302445,"Kerala","FEROK",673631,34,31.7760617760618,1.23938223938224
"FKA",30.4088527,74.0251466,"Punjab","FAZILKA",152123,8,2.32467532467532,-7.09090909090909
"FKB",18.816408,77.979499,"Telangana","FAKHRABAD",503245,9,24.9761904761905,1.13095238095238
"FKG",26.4655524,94.0024406,"Assam","FURKATING JN",785610,33,33.7828571428571,-13.92
"FKM",26.3648565,90.1862323,"Assam","FAKIRAGRAM JN",783345,25,58.2566371681416,0.982300884955752
"FL",26.8734057,75.246083,"Rajasthan","PHULERA JN",303338,97,25.3179190751445,-5.63969171483622
"FLD",25.6214596,73.8111734,"Rajasthan","PHULAD",306021,4,6.32432432432432,-3.59459459459459
"FLK",26.5390751,89.1915022,"West Bengal","FALAKATA",735211,15,58.2897196261682,1.30841121495327
"FLM",26.0619993,89.4738115,"West Bengal","FALIMARI",736135,4,NA,NA
"FLR",22.477555,88.115511,"West Bengal","PHULESWAR",711316,7,19.1666666666667,-0.166666666666667
"FM",17.3325046,78.4743064,"Telangana","KCG FALAKNUMA",500053,18,43.5298507462687,-1.38805970149254
"FN",28.4672436,76.8253917,"Haryana","FARUKHNAGAR",122006,8,0,0
"FNO",25.6186533,86.6043285,"Bihar","FANGO",852127,6,44.3272727272727,4.23636363636364
"FRD",28.727567,78.796241,"Uttar Pradesh","FARHEDI",244413,13,120.297872340426,7.69148936170213
"FRDH",25.558146,83.125096,"Uttar Pradesh","FARIDAHA HALT",233223,4,43.325,10.575
"FRH",27.075206,80.145034,"Uttar Pradesh","FARHATNAGAR",241302,4,27.8421052631579,7.55263157894737
"FSG",18.457245,74.0022396,"Maharashtra","PHURSUNGI",412308,4,31.8611111111111,7.22222222222222
"FSP",26.8184864,77.1408489,"Rajasthan","FATEH SINGHPURA",322236,14,30.9922480620155,5.25581395348837
"FSR",30.190041,74.579261,"Punjab","FAQARSAR",152101,9,14.1647058823529,2.57647058823529
"FSW",29.91257,74.103509,"Rajasthan","FATEH SINGHWALA",335062,2,7.36842105263158,3.26315789473684
"FTC",26.8115,80.291325,"Uttar Pradesh","FATEHPUR CHURSI",209871,4,32.3157894736842,-4.60526315789474
"FTD",29.5077159,75.4519516,"Haryana","FATEHABAD CH.JN",125050,NA,NA,NA
"FTG",26.2448453,81.4159649,"Uttar Pradesh","FURSATGANJ",229302,12,160.773195876289,5.43298969072165
"FTH",30.0532,73.869175,"Rajasthan","FATUHI",335901,8,7.59210526315789,0.710526315789474
"FTP",25.9171374,80.8018264,"Uttar Pradesh","FATEHPUR",212601,37,105.481651376147,27.1192660550459
"FTS",27.0938625,77.6706134,"Uttar Pradesh","FATEHPUR SIKRI",283110,12,59.0430107526882,1.51612903225806
"FUT",25.5029535,85.304361,"Bihar","FATUHA",NA,87,57.8173652694611,3.20808383233533
"FYZ",25.8675443,80.8979706,"Uttar Pradesh","FAIZULLAPUR",212645,1,79.1111111111111,6.66666666666667
"FZD",27.151892,78.3889278,"Uttar Pradesh","FIROZABAD",283203,48,106.676100628931,5.59119496855346
"FZL",29.5933664,78.2776909,"Uttar Pradesh","FAZALPUR",246731,12,67.6960784313726,2.56862745098039
"FZP",30.9620991,74.600971,"Punjab","FIROZPUR CITY",152002,2,9.25,4.7
"FZR",30.941816,74.6175556,"Punjab","FIROZPUR CANT",152002,36,10.7935943060498,-9.37366548042705
"G",21.4618542,80.1920398,"Maharashtra","GONDIA JN",441601,124,15.142378559464,-5.47738693467337
"GA",26.950327,75.1286745,"Rajasthan","GUDHA",341509,4,37.25,1.875
"GAA",20.6096287,75.2773869,"Maharashtra","GALAN",424201,4,52.8285714285714,0.485714285714286
"GAD",22.3497285,82.6463485,"Chhattisgarh","GEVRA ROAD",495454,12,2.05454545454545,-2.29090909090909
"GADJ",23.2349145,72.6302311,"Gujarat","GANDHINAGAR JPR",382016,58,53.2564102564103,5.81196581196581
"GADM",27.204667,81.933444,"Uttar Pradesh","GANGA DHAM",271122,12,NA,NA
"GAE",25.1608424,82.3879391,"Uttar Pradesh","GAIPURA",231303,6,86.4210526315789,15.1052631578947
"GAG",23.3615969,85.5075091,"Jharkhand","GANGAGHAT",835103,12,12.7117117117117,-0.252252252252252
"GAGA",26.5274678,88.1134415,"Bihar","GALGALIA",855106,4,48.8378378378378,0.432432432432432
"GAHT",25.191715,84.247922,"Bihar","GHUSIA HALT",802212,4,104.416666666667,0.25
"GAI",25.4386242,86.6743183,"Bihar","GAUCHHARI",851202,8,78.6986301369863,4.76712328767123
"GAJ",23.895496,79.074215,"Madhya Pradesh","GANESHGANJ",470001,13,31.3949579831933,-0.546218487394958
"GAJB",24.0531451,82.2940592,"Madhya Pradesh","GAJARA BAHARA",486886,4,132.078947368421,5.26315789473684
"GAJU",27.200915,80.369897,"Uttar Pradesh","GAJU HALT",241126,2,19.1333333333333,-5.86666666666667
"GAL",27.7364522,76.6303863,"Rajasthan","GHATLA",301404,4,111.923076923077,3.82051282051282
"GALE",24.4042455,88.0724027,"West Bengal","GANKAR",742227,16,35.5172413793103,2.31034482758621
"GAM",19.3955515,85.0461597,"Odisha","GANJAM",761026,10,37.9358974358974,2.73076923076923
"GAMN",26.9222756,92.8048718,"Assam","GAMANI",784102,2,18.65625,11.875
"GANG",26.2921034,81.2022202,"Uttar Pradesh","GANGAGANJ",229001,11,151.54,6.07
"GANL",31.0258719,76.5919859,"Punjab","GHANAULI",140113,10,23.6530612244898,3.97959183673469
"GAO",20.7207668,76.8900212,"Maharashtra","GAIGAON",444109,6,40.0555555555556,1.22222222222222
"GAP",24.5611709,85.2989922,"Bihar","GURPA",824233,6,57.5714285714286,1.08571428571429
"GAQ",25.2736968,83.1836841,"Uttar Pradesh","GANJ KHAWAJA",232120,8,70.0571428571429,39.6285714285714
"GAR",22.8999328,78.7920678,"Madhya Pradesh","GADARWARA",487551,35,60.1877133105802,4.21843003412969
"GATD",23.349776,85.6330848,"Jharkhand","GAUTAMDHARA",835101,5,16.8085106382979,-0.468085106382979
"GAUR",26.8999611,82.5745817,"Uttar Pradesh","GAUR",272163,8,54.4745762711864,5.55932203389831
"GAW",27.4549506,82.245723,"Uttar Pradesh","GAINJAHWA",271201,4,30.8684210526316,0.815789473684211
"GAYA",24.8032413,84.9997072,"Bihar","GAYA JN",823002,150,36.4040862656073,-7.33144154370034
"GB",26.5948364,83.6678543,"Uttar Pradesh","GAURI BAZAR",274204,19,53.8713450292398,-3.43859649122807
"GBA",22.8466152,87.3223524,"West Bengal","GARHBETA",721121,26,11.4234234234234,-0.545045045045045
"GBB",13.3214185,76.9393158,"Karnataka","GUBBI",572216,17,22.9181818181818,3.47272727272727
"GBD",13.6120911,77.5126462,"Karnataka","GAURIBIDANUR",561208,22,43.3160377358491,9.55660377358491
"GBE",26.8583856,88.3157636,"West Bengal","GAYABARI",734223,3,NA,NA
"GBK",20.432824,85.8785713,"Odisha","GOPALPUR BALKDA",753011,10,14.009900990099,1.43564356435644
"GBN",25.9027382,87.535125,"Bihar","GARH BANAILI",854330,14,20.5423728813559,0.457627118644068
"GBP",25.902516,74.655754,"Rajasthan","GULABPURA",311021,4,26.7,0.1
"GBQ",21.4166827,83.8573671,"Odisha","GODBHAGA",768025,4,80.6470588235294,2.32352941176471
"GBRI",21.5145714,79.7230089,"Maharashtra","GOBARWAHI",441907,4,5.52631578947368,3.57894736842105
"GBX",23.5578121,72.7588922,"Gujarat","GOVINDPUR ROAD",382870,9,28.9,4.82857142857143
"GCAB",16.5834688,81.3689428,"Andhra Pradesh","G CABIN",534235,11,3.42156862745098,0.107843137254902
"GCH",26.9534238,74.4544861,"Rajasthan","GACHHIPURA",341504,6,25.830985915493,1.92957746478873
"GCT",25.5832847,83.5672246,"Uttar Pradesh","GHAZIPUR CITY",233001,38,103.155172413793,5.41954022988506
"GDA",22.7767597,73.6061542,"Gujarat","GODHRA JN",389001,75,9.46506024096386,-11.4096385542169
"GDB",30.2012566,74.6629608,"Punjab","GIDDARBAHA",152101,25,38.5069124423963,1.83870967741935
"GDBR",22.9958303,86.0922984,"Jharkhand","GOONDA BIHAR",832401,4,10.8285714285714,1.74285714285714
"GDD",25.7437414,70.6434283,"Rajasthan","GADRA ROAD",344501,2,5.55,2.8
"GDE",14.8274871,77.5925667,"Andhra Pradesh","GARLADINNE",515731,8,33.0972222222222,5.06944444444444
"GDG",15.4367164,75.6420842,"Karnataka","GADAG JN",582101,43,16.1386861313869,-7.57664233576642
"GDGN",17.3364198,76.5314366,"Karnataka","GAUDGAON",585236,7,42.7096774193548,6.40322580645161
"GDH",13.414275,77.80903,"Karnataka","GIDNAHALI",562101,2,10.5,0.0555555555555556
"GDHA",22.3097831,73.1835583,"Gujarat","GODHA",NA,6,110,2.35087719298246
"GDI",15.1246617,75.3594947,"Karnataka","GUDGERI",581107,9,20.5696202531646,0.0632911392405063
"GDK",27.1403099,81.9343002,"Uttar Pradesh","GONDA KACHAHRI",271001,8,47.7702702702703,5.32432432432432
"GDKP",21.656377,78.398948,"Madhya Pradesh","GHUNDANKHAPA",480338,2,37.7058823529412,1.76470588235294
"GDL",21.9722108,70.7954985,"Gujarat","GONDAL",360311,23,16.2534246575342,3.49315068493151
"GDM",21.415728,80.2873832,"Maharashtra","GUDMA",441601,13,31.196261682243,1.95327102803738
"GDN",8.8286457,77.7842116,"Tamil Nadu","GANGAIKONDAN",627359,7,25.8823529411765,4.70588235294118
"GDO",27.5207288,77.4620405,"Uttar Pradesh","GOVERDHAN",281504,8,106.28,4.56
"GDPL",17.3484306,78.8207835,"Telangana","G POCHAMPALLI",508284,10,43.7236842105263,-0.565789473684211
"GDPT",17.0276424,82.1309084,"Andhra Pradesh","GUDAPARTI",533434,6,71.0909090909091,3.21818181818182
"GDQ",17.290142,77.8667271,"Telangana","GODAMGURA",501101,10,25.2588235294118,3.98823529411765
"GDR",14.1483769,79.8454301,"Andhra Pradesh","GUDUR JN",524101,170,11.8452220726783,-13.9663526244953
"GDRA",18.5821028,78.9893603,"Telangana","GANGADHARA",505445,NA,NA,NA
"GDV",16.4306582,80.9879279,"Andhra Pradesh","GUDIVADA JN",521301,35,19.3188976377953,-2.94094488188976
"GDW",27.9703954,73.4553113,"Rajasthan","GADHWALA",334001,5,6.11111111111111,3.73333333333333
"GDX",26.4224625,89.2778243,"West Bengal","GHOKSADANGA",735211,5,44.6571428571429,2.74285714285714
"GDYA",22.1265987,78.002235,"Madhya Pradesh","GHORADONGRI",460443,47,61.2407407407407,6.93981481481481
"GDZ",20.9492524,81.3026849,"Chhattisgarh","GUNDARDEHI",491223,2,NA,NA
"GEA",23.8298873,79.6738909,"Madhya Pradesh","GHATERA",470664,7,38.4264705882353,-1.41176470588235
"GEB",26.0196206,86.6054868,"Bihar","GARH BARUARI",852110,12,16.5045871559633,3.59633027522936
"GED",16.0676936,75.6732495,"Karnataka","GULEDAGUDDA RD",587205,11,23.9255319148936,2.15957446808511
"GEG",20.9071678,70.9200349,"Gujarat","GIR GADHARA",362530,4,0,0
"GEK",26.542257,74.7776806,"Rajasthan","GEGAL AKHRI",305802,2,29.6,-3.8
"GEOR",26.2180272,88.1319487,"West Bengal","GUNJARIA",733202,4,82.84375,3.09375
"GER",22.9169317,72.6551911,"Gujarat","GERATPUR",382435,21,6.10989010989011,-1.68131868131868
"GFAE",22.9084244,88.4126061,"West Bengal","GARIFA",743166,4,23.3142857142857,8.82857142857143
"GG",23.0267786,72.5687642,"Gujarat","GANDHIGRAM",380009,10,-0.173913043478261,-6.20652173913043
"GGA",25.211315,87.164331,"Bihar","GHOGA",813205,22,50.8465608465608,3.61375661375661
"GGAR",21.1402563,73.0467076,"Gujarat","GANGADHRA",394601,5,13.7142857142857,-1.42857142857143
"GGC",28.3526539,79.4087575,"Uttar Pradesh","GANGAPUR CITY",NA,56,35.5673076923077,-6.81410256410256
"GGD",17.416819,78.0328269,"Telangana","GULLAGUDA",501203,16,24.9236641221374,3.20610687022901
"GGH",26.2824106,86.4686251,"Bihar","GHOGARDIHA",847402,10,NA,NA
"GGJ",26.5710922,82.3839048,"Uttar Pradesh","GOSHAINGANJ",224141,27,116.138364779874,4.15723270440252
"GGKR",29.9928144,75.808906,"Punjab","GOVINDGARH KHKR",148031,12,28.0884955752212,2.98230088495575
"GGLE",23.7181497,88.0877099,"West Bengal","GANGATIKURI",713140,26,11.8491379310345,0.431034482758621
"GGN",28.4888103,77.0108016,"Haryana","GURGAON",122001,81,40.7867803837953,6.10660980810235
"GGO",25.6414865,73.8674969,"Rajasthan","GORAM GHAT",313341,4,17.6216216216216,9.13513513513514
"GGR",25.061771,74.6252206,"Rajasthan","GANGRAR",312901,4,12.4473684210526,2.81578947368421
"GGT",23.3432893,81.1860319,"Madhya Pradesh","GHUNGHUTI",484551,5,31.6808510638298,1.91489361702128
"GGTA",22.4579649,87.9439795,"West Bengal","GHORAGHATA",711303,1,18.6,-0.3
"GGV",22.6519416,88.7835943,"West Bengal","GHOVARASH GHONA",743428,NA,NA,NA
"GGY",25.7163416,70.7786398,"Rajasthan","GAGARIYA",344502,2,6.7,0
"GH",27.053751,83.713959,"Uttar Pradesh","GHUGHULI",273151,13,52.3148148148148,2.66666666666667
"GHA",30.7921874,74.7032078,"Punjab","GOLEHWALA",151212,8,16.0135135135135,0.959459459459459
"GHAI",26.05979,77.9368195,"Madhya Pradesh","GHATIGAON",475330,4,60.3333333333333,7.6969696969697
"GHB",30.080515,74.947694,"Punjab","GAHRI BHAGI",151001,8,26.2266666666667,7.30666666666667
"GHD",25.4075729,82.9105246,"Uttar Pradesh","GARWA ROAD",221105,43,48.7437185929648,-10.8542713567839
"GHE",28.6913652,76.9975395,"Delhi","GHEVRA",110081,22,23.7524752475248,0.455445544554455
"GHG",30.6104019,76.8480417,"Punjab","GHAGGHAR",140506,4,28.9411764705882,4.32352941176471
"GHGL",32.5048016,75.2137202,"Jammu and Kashmir","GHAGWAL",184141,8,51.3875,-0.525
"GHH",28.4378117,76.9302757,"Haryana","GARHI HARSARU",122505,28,63.1185567010309,4.56701030927835
"GHJ",27.1187039,79.7325387,"Uttar Pradesh","GURSAHAIGANJ",209722,13,27.9636363636364,0.345454545454545
"GHL",13.1455636,77.4172962,"Karnataka","GOLHALLI",560123,13,19.2090909090909,2.89090909090909
"GHLE",24.0131589,87.6918941,"West Bengal","GADADHARPUR",NA,23,34.6857142857143,0.504761904761905
